0,96,-152,-60653.5453,4525397.43676,1233.6664,241.33496,106.26369,243.19382,257.46576,201.33496,196.79933,100.32462,48.394489,18.394489,6.4643645,21.464365,34.869205,23.552837,94.693985,46.219269,22.552837,33.289143,36.561085,54.630959,87.227516,126.02545,156.48981,157.08636,132.55969
1,792,-988,635346.4547,3689397.43676,32.272652,9,6,6,9,8,8,2,0,0,5,10,7,124.70336,240,170.25404,125.99529,149.98737,177.25404,214.26668,256.98267,303.98737,337,331.99207,300.27139
2,603,-747,446346.4547,3930397.43676,888.69019,19.195326,3,12.195325,12.892077,18.701574,12.701575,5.1953249,2,1,4,8,6,68.418846,183.9875,113.10793,69.298424,95.095421,116.90492,155.90778,203.90492,256.09543,292.60168,282.21585,243.10025
3,875,-969,718346.4547,3708397.43676,73.339081,11,5,5,8.5292549,8,8,3,0,0,5,15,9.5292549,118.16914,236,162.66092,118.16914,146.16914,175,215.33908,258.47073,307.69839,341,335,299.66092
4,409,-745,252346.4547,3932397.43676,157.37836,38.989006,9,23.157343,25.159428,40,34.157341,19.157343,5,2,0,1,6.1594276,74.157341,180.15735,117.84057,72,105.67432,127.84057,155.00209,195.01308,233.17934,262.17932,256.67224,226.00209
5,581,-894,424346.4547,3783397.43676,916.60577,122.72524,15.978475,84.750923,89.793976,118.88415,109.79398,46.978474,11.978475,2,1.9744077,5,12.978475,75.511452,166.28796,111.46027,81.124992,89.511452,98.511452,123.30949,157.39569,198.02144,242.10764,239.33517,212.1978
6,590,-641,433346.4547,4036397.43676,2127.6995,50.11441,11.787394,33.574787,40.362179,46.574787,39.327019,23.567038,12.752231,7,12.752231,16.759979,16.752232,1.6378205,98.275642,39.850426,3.6378205,13.098197,29.310802,61.523411,108.31081,158.77118,196.52341,186.52341,148.31081
7,389,-493,232346.4547,4184397.43676,861.45099,169.10065,43.57988,129.06522,161.73083,139.01491,132.38472,90.754524,26.63019,10,2.6301908,4,12.544454,54.73962,150.42012,88.384697,53.73962,69.789932,81.47924,109.84024,151.29579,197.0237,234.65388,230.78993,199.10942
8,694,-881,537346.4547,3796397.43676,1360.3163,63.766499,16.524187,42.193939,56.620934,59.766499,59.24231,29.669752,13.417113,2,13.524186,21.145565,18.524187,54.75769,149.61212,90.340576,56.75769,68.65062,83.7192,116.40786,157.81639,206.92216,241.69943,234.88367,201.88367
9,59,-208,-97653.5453,4469397.43676,277.56223,337.43237,126.05233,297.83148,329.15341,271.74234,247.79468,122.38361,49.036812,12,3,15.705534,32.705532,66.8834,128.30064,90.637688,66.278946,77.34362,85.285118,97.975136,121.5951,149.68066,170.01195,174.57341,157.92638
10,547,-747,390346.4547,3930397.43676,1209.0209,48.715279,9.5044899,35.210789,41.715279,46.715279,45.715279,20.109884,7,3,3,8,10,57.218952,152.10907,90.94239,56.218952,70.94239,85.284721,115.89828,162.61356,210.89828,247.89828,239.50368,204.61356
11,327,-491,170346.4547,4186397.43676,76.168129,70.159309,18.362335,49.159309,60.159309,55.159309,55.642704,43.362335,9,3,1,2,7,73.840691,176.36234,116.36234,74,102.20303,121.40101,150.3573,188.6427,226.28036,256.6427,247.63766,222
12,374,-696,217346.4547,3981397.43676,320.10822,51.025063,11.647863,30.8543,35.854301,49.935772,40.854301,22.124966,5.081471,1,1,1,8,73.956505,179.35995,116.18919,74.262848,102.31646,119.79356,148.14571,191.0999,233.54134,268.27066,260.35995,227.13788
13,558,-606,401346.4547,4071397.43676,1141.4004,30.089432,5,17.089432,22.089432,27.596006,17.089432,10,6,4,5,6,9,43,159,89.596008,45.596004,68,101,138,189.08588,237.17531,270.82468,258.91412,217
14,653,-828,496346.4547,3849397.43676,916.96576,20.739061,7,13.382593,17.382593,20.471575,18.471575,10.088982,5,1,6,10,8.3564672,69.617409,178.23482,111.23481,71.23481,91.565155,113.85222,148.87834,192.94121,242.81549,279.90448,271.90448,234.90446
15,302,-104,145346.4547,4573397.43676,1348.0103,66.564438,41.842869,64.842865,67.278427,56.278431,57.556862,37.278431,37.674801,24.278431,7,14.278431,20.110361,-7.1212993,94.164711,36.600269,-3.121299,14.489909,34.211479,63.321838,106.60785,150.32184,185.60027,179.76834,142.60027
16,374,-366,217346.4547,4311397.43676,2256.592,211.35115,71.066284,174.97339,191.62914,173.8477,165.19197,90.629128,45.066284,24.562843,11.781422,18.6406,30.6406,-18.700001,68.937378,14.659399,-14.281199,-17.844044,-10.406887,18.096556,60.096554,105.59311,144.0782,142.15596,112.15596
17,344,-690,187346.4547,3987397.43676,797.29346,104.82969,24.514509,73.924202,84.533226,96.008415,90.829689,45.113232,9.3806772,2.0842147,1,2,12.609023,61.485493,147.49579,90.580009,61.0103,75.36776,84.149712,106.85325,146.98128,189.98128,225.67451,222.46227,192.11511
18,456,-816,299346.4547,3861397.43676,1988.4866,138.62445,25.391325,108.2171,118.63554,120.63554,120.68787,65.343933,15.98891,4.4818492,2.481849,6.9636979,18.418436,28.174219,104.79208,56.728672,34.174217,28.755783,24.766872,43.312134,77.882607,123.34653,169.80318,166.80318,141.36446
19,236,-558,79346.4547,4119397.43676,187.86398,122.78715,29.196947,86.059837,96.392807,96.725784,92.059837,45.529919,7,2.3329718,2,2,8,86,165.39586,119.19847,86.531448,105.06289,114.8655,133.86549,158.53145,185.86441,207.13559,205.4072,194.13603
20,780,-784,623346.4547,3893397.43676,1227.4436,22.567043,11.585608,16.615299,18.981436,24.567043,22.567043,10.981437,6.5856075,3,19.981436,31.567043,13.981437,65.25061,174.31743,109.61675,68.183792,84.26918,104.26918,143.87335,192.88448,248.63531,282.88446,270.28775,232.65388
21,372,-797,215346.4547,3880397.43676,621.20563,103.07047,19.531528,72.53894,81.110039,104.49937,97.428383,45.912933,7.9604306,1.9604305,0,2,11.531529,82.595108,159.05565,113.16081,84.692345,94.62928,99.421494,115.99259,144.13457,178.37399,208.65001,208.11848,188.12663
22,188,-182,31346.4547,4495397.43676,308.62106,217.02136,63.552746,177.8398,185.88805,169.28706,171.88805,77.335297,38.600986,16,5.6009865,9.7343102,28,70.048241,173,106.21745,72.133324,91,106.18156,137.96411,183.96411,229.39902,266.18155,258.95175,225.31488
23,825,-866,668346.4547,3811397.43676,834.17004,18.193014,12,11.837739,16.837738,16.284832,17.888336,7.1424165,4,2,17.193014,26.980156,14.142416,94.969246,205.98909,139.68442,97.826828,116.63382,136.49139,176.65366,225.79608,280.79608,314.4408,302.19257,264.98911
24,488,-625,331346.4547,4052397.43676,1382.1223,132.37105,27.877392,86.089828,104.85023,115.85023,108.26062,59.398209,19.706593,6.7604089,2.7604086,4.7604089,18.706593,43.643925,135.2607,76.580757,45.287354,53.006126,65.074921,92.964493,135.79369,184.3833,222.79369,217.79369,183.50029
25,626,-829,469346.4547,3848397.43676,758.83319,18,4,12,13,15.06678,13.225245,8,3,1,3,6,6,74.659737,184.29648,118,76.296478,98.363258,119.52016,153.65973,196.9751,244.29648,284.36325,276.9751,240.81819
26,282,-145,125346.4547,4532397.43676,1098.2104,105.26177,52.565239,90.570457,100.97614,84.976135,85.261772,47.565239,37.748669,23.154343,5,13.154343,23.256554,3.8404369,101.28042,44.840439,6.9426475,28.583883,47.971733,77.686096,120.47962,161.34833,191.45259,184.17821,151.6861
27,78,-189,-78653.5453,4488397.43676,696.38293,294.42401,119.61206,287.83176,303.58691,243.59727,239.17474,119.47782,52.731518,13.925488,3.9254878,19.049379,35.049377,47.663807,116.37108,70.385864,46.480186,59.430809,65.39621,83.138084,112.09313,146.40065,173.40065,174.58427,152.44559
28,502,-881,345346.4547,3796397.43676,411.21982,98.869293,12,72.738594,67.885323,98.738594,79.885323,32.869297,6.8692956,1,0,4,9,105.98398,180.1031,135.85327,107.80965,115.11468,121.12625,140.11469,164.85327,194.82567,229.0276,231.0276,212.40814
29,410,-549,253346.4547,4128397.43676,492.89987,112.88828,29.206318,83.618958,99.521095,98.681953,95.730881,60.524567,18.206318,5,1,1.9510709,11.951071,66.304176,168.84261,105.84261,68.440575,87.426506,101.47543,131.33211,175.4265,220.53844,257.20978,251.20979,218.90561
30,815,-897,658346.4547,3780397.43676,264.40213,10,7.6170855,6,9.9228401,7,8,3,2,1,9,14,9,121.69424,238,168.69424,123.30576,147.81302,173.38292,214.07716,263.3829,314.46008,347.07715,336.95282,299.3829
31,72,-155,-84653.5453,4522397.43676,761.09058,277.66592,121.75059,281.52829,291.57559,230.77539,232.72578,122.80816,58.892822,17,4.9176283,21.915335,36.915333,46.290127,110.31723,68.349991,45.205463,55.374794,60.432362,75.514732,103.34999,135.45946,160.34203,164.23486,143.37709
32,380,-212,223346.4547,4465397.43676,1217.3296,56.349854,25.066904,44.349854,50.020287,44.066906,34.020287,17,22,16.046616,7,8,13,-1,104,45,3,27,54,84.670433,129,174.06691,210.93309,202,160
33,692,-774,535346.4547,3903397.43676,764.95245,13.397381,4.8661175,7.2980361,9.4341192,13.164153,11.064808,4.9654627,3.0993452,1.136083,9.0993452,12.965463,7.8661175,76.870461,193.905,122.14043,75.609085,103.4708,130.66957,170.17276,219.50761,271.17276,308.03888,296.93954,256.03888
