波长（nm）,R_湿裸土,R_灌木,R_水泥砖,R_枯叶,R_草地,R_水体(90),R_水体(45)
667,0.103967663,0.025604213,0.150218388,0.311898689,0.034907092,0.060128779,0.17550539
668,0.104402841,0.025065101,0.150909091,0.313239178,0.034530726,0.059614216,0.175892407
669,0.104723671,0.024942172,0.151255583,0.313228132,0.034215974,0.059324842,0.175942813
670,0.10531161,0.025822451,0.151249736,0.313915708,0.035001188,0.060290803,0.175722524
671,0.10549612,0.026132632,0.151039893,0.314130204,0.035237057,0.060090338,0.175231012
672,0.105648864,0.026075182,0.150756205,0.314279761,0.035166211,0.059602402,0.174700567
673,0.106290383,0.025750239,0.150442305,0.314812131,0.035008627,0.060121126,0.174460891
674,0.10572117,0.025513337,0.150356223,0.315371893,0.034706626,0.059822849,0.174434587
675,0.105618132,0.025745176,0.150461726,0.316152144,0.034742144,0.059739113,0.174958121
676,0.106824215,0.02673755,0.150864408,0.31735866,0.035425604,0.060362362,0.176270176
677,0.107222099,0.027066841,0.150974979,0.318574204,0.035777304,0.060765878,0.176493353
678,0.10764836,0.027439202,0.151138112,0.320180749,0.036004851,0.060844363,0.176644781
679,0.10859895,0.027988639,0.151986174,0.323486669,0.036312951,0.060939292,0.17754351
680,0.109075439,0.028104664,0.151966851,0.324901151,0.03674636,0.061514829,0.178247608
681,0.109520896,0.028452052,0.152224971,0.326897125,0.037105387,0.062260789,0.178870851
682,0.110048792,0.029179479,0.152817039,0.329831182,0.037666506,0.063066381,0.17995665
683,0.1109623,0.030854379,0.154338632,0.335265367,0.039090032,0.063768986,0.183102261
684,0.110886349,0.032209946,0.154283357,0.336548469,0.039743586,0.064019663,0.183800031
685,0.11074016,0.033701257,0.15414283,0.337812002,0.040507726,0.064710196,0.184387209
686,0.109758187,0.035269357,0.153052171,0.337584134,0.041450907,0.065779832,0.184053168
687,0.109742947,0.037295109,0.152179744,0.336649288,0.042045928,0.066536774,0.184003416
688,0.109523736,0.039691805,0.151426882,0.336704902,0.042765613,0.066808975,0.183939259
689,0.108378286,0.04218565,0.1500228,0.335910199,0.043460306,0.066264552,0.182703791
690,0.1104992,0.046893611,0.153539706,0.343582104,0.046634445,0.068162635,0.186900285
691,0.111293367,0.051352916,0.154048319,0.34617518,0.049255968,0.069223896,0.188005174
692,0.111846784,0.056303675,0.154087284,0.348257148,0.051824598,0.070291371,0.188980091
693,0.11036289,0.061873415,0.153325453,0.347540643,0.053620138,0.070662485,0.189499001
694,0.11090477,0.068833558,0.153779427,0.349793067,0.056909748,0.071739922,0.190482929
695,0.111415586,0.076198156,0.154201452,0.351812208,0.060622374,0.072746657,0.191638075
696,0.112575581,0.084714946,0.156246493,0.357021848,0.065281693,0.074392166,0.195772899
697,0.112817448,0.09267946,0.156570682,0.359440733,0.069133,0.075120697,0.197854613
698,0.11265152,0.100913409,0.156579179,0.36059305,0.073256256,0.076035012,0.199151256
699,0.112065716,0.109685654,0.156343251,0.360515492,0.077828146,0.077180307,0.199650681
700,0.112656795,0.119926246,0.156750108,0.36157773,0.083494745,0.078226465,0.200864437
701,0.113466421,0.130858497,0.157199046,0.363190336,0.089523105,0.079177937,0.202802344
702,0.113837739,0.141424117,0.157179395,0.363890188,0.095237051,0.079852006,0.204011467
703,0.114271877,0.152002054,0.157851284,0.36590607,0.101000777,0.081101318,0.20474014
704,0.11454883,0.162377933,0.158369415,0.36736856,0.106741211,0.081690007,0.20591948
705,0.11501712,0.172742805,0.158851816,0.369139178,0.112700695,0.082309991,0.206896155
706,0.115653072,0.183028796,0.158906912,0.370721424,0.118953023,0.083125983,0.206736713
707,0.115836713,0.193727275,0.15936697,0.37215656,0.125414546,0.083672354,0.206887794
708,0.116110063,0.204190059,0.159606349,0.373175356,0.131649076,0.083445585,0.206385605
709,0.117338772,0.215860362,0.160629638,0.376354168,0.138614766,0.083052827,0.206676092
710,0.11770063,0.227125563,0.160878019,0.37847301,0.145882285,0.083319055,0.206140807
711,0.118387311,0.237775329,0.161055862,0.379937744,0.15304071,0.08361305,0.205328618
712,0.119692784,0.249287073,0.161998091,0.382865064,0.160895824,0.084038186,0.205315185
713,0.120969766,0.262653235,0.164040636,0.387746535,0.169646303,0.083585855,0.20617005
714,0.120975913,0.272544625,0.164093806,0.388152552,0.17653297,0.082916497,0.205238717
715,0.121928461,0.284420454,0.165177342,0.390727844,0.18533924,0.083187079,0.205490422
716,0.12181759,0.293381839,0.164448082,0.387915492,0.193337705,0.08279222,0.202079903
717,0.120147427,0.301270323,0.161627196,0.381820905,0.199178198,0.080342114,0.197621431
718,0.119513457,0.313158174,0.160208642,0.379510313,0.208288865,0.07863665,0.193880429
719,0.114875171,0.313366012,0.153500172,0.364697348,0.210555436,0.074566232,0.182261209
720,0.117270056,0.330009226,0.15689353,0.372290449,0.223701679,0.073970985,0.183493425
721,0.118288723,0.34183109,0.158342292,0.37574789,0.233458216,0.073474452,0.182256657
722,0.121006845,0.357974469,0.161937519,0.384343236,0.246360763,0.074500561,0.18374523
723,0.12148894,0.368822396,0.16264542,0.385303412,0.256298813,0.07362457,0.182867866
724,0.121476752,0.379353746,0.162196392,0.385460603,0.265213727,0.072391269,0.179946709
725,0.120205835,0.38638678,0.160128808,0.382015065,0.271873679,0.07010563,0.174852619
726,0.11928805,0.393344137,0.158986822,0.379662471,0.279691455,0.06754827,0.170903946
727,0.119901259,0.403788767,0.159758028,0.381924173,0.290586646,0.067155684,0.168847073
728,0.120660311,0.413782438,0.15978509,0.383535405,0.300396165,0.066164051,0.166564677
729,0.119700352,0.4170642,0.156689243,0.378776698,0.304236246,0.063274404,0.16155166
730,0.119823687,0.425325303,0.157408151,0.380270601,0.313893471,0.060924526,0.158542829
731,0.119974184,0.43340317,0.157327637,0.381675656,0.322479127,0.059210336,0.155835703
732,0.120123848,0.440499545,0.156879845,0.382869726,0.32973543,0.05794339,0.153329938
733,0.122379676,0.452296202,0.159376475,0.389551367,0.341344764,0.057739465,0.153381472
734,0.122788923,0.458740139,0.159699795,0.390793443,0.34871978,0.057169476,0.152005918
735,0.123419118,0.467553543,0.160679408,0.393933798,0.357706012,0.056573958,0.151407962
736,0.122187401,0.471879219,0.159959054,0.393579324,0.363146806,0.054412345,0.148779964
737,0.122845933,0.477832602,0.159974712,0.394791038,0.369345483,0.054319152,0.147769978
738,0.123547861,0.482797883,0.159991907,0.395604377,0.374985711,0.054110101,0.146857547
739,0.124518278,0.488494091,0.160588998,0.397541988,0.381693178,0.053690497,0.146531052
740,0.124770026,0.494732628,0.160770751,0.400151903,0.388526352,0.053654038,0.146324475
741,0.124511949,0.497011528,0.160111568,0.399517366,0.391779494,0.053207026,0.144856674
742,0.125836955,0.504117118,0.161406693,0.402911154,0.398793357,0.053395141,0.144861463
743,0.126244762,0.507976281,0.161852271,0.404410439,0.4041395,0.053608689,0.144348855
744,0.126391704,0.511667408,0.161894689,0.405195402,0.408050667,0.053614092,0.143967611
745,0.126682535,0.515878752,0.162128609,0.406615433,0.412410283,0.053625438,0.143819905
746,0.126880047,0.518910657,0.162453166,0.408256636,0.41698496,0.05356929,0.143445197
747,0.126810805,0.521175164,0.162408035,0.408836072,0.420005044,0.052965006,0.142923824
748,0.126908484,0.52388126,0.162636195,0.409863905,0.423189895,0.052757512,0.142712052
749,0.127050756,0.526437996,0.163005813,0.410960783,0.426036202,0.053111848,0.142703232
750,0.127479661,0.528174501,0.162738409,0.411526562,0.428252395,0.052132121,0.141569421
751,0.128120643,0.531839509,0.163108782,0.41383413,0.43222125,0.051768569,0.141631543
752,0.128097319,0.533646109,0.162960999,0.414837504,0.434548619,0.051631576,0.141685766
753,0.128292091,0.53561504,0.163256773,0.416491675,0.437379957,0.052107664,0.141675941
754,0.128896587,0.536741692,0.163327211,0.417379874,0.43909838,0.052309893,0.1416303
755,0.129376651,0.53706434,0.163310725,0.417542469,0.439892819,0.052276164,0.141385291
756,0.131538681,0.54599224,0.166388538,0.424382883,0.447899028,0.052888591,0.143382899
757,0.130487615,0.54356007,0.165489477,0.422938455,0.446007877,0.052386422,0.141789915
758,0.133685135,0.558967317,0.169872992,0.435112988,0.458871788,0.053801345,0.145127392
759,0.135195082,0.566962301,0.171951247,0.440715245,0.466200964,0.05494023,0.147231231
760,0.134662228,0.567995555,0.171198353,0.437728843,0.467520271,0.053964969,0.147341465
761,0.132126331,0.566193075,0.169132649,0.433479945,0.465495474,0.052891104,0.144520511
762,0.118263771,0.515408315,0.152662374,0.393361119,0.421575631,0.047687344,0.127952688
763,0.122265936,0.518982331,0.155074356,0.398078821,0.427497349,0.048651353,0.132405738
764,0.124825295,0.527334594,0.157907136,0.406149171,0.435371995,0.049938648,0.133868636
765,0.123027,0.519449718,0.155534507,0.401679007,0.429098665,0.0493359,0.130424465
766,0.125541371,0.526443598,0.15774012,0.409139377,0.435983039,0.049757741,0.132219491
767,0.125416429,0.527158334,0.158307062,0.411434214,0.437301326,0.049221123,0.132929498
768,0.126526397,0.53217416,0.160048406,0.417007828,0.441925094,0.049581166,0.134316138
769,0.128615335,0.53919966,0.162275389,0.424249179,0.448034317,0.050822875,0.135675242
770,0.128970191,0.539048694,0.162469562,0.424447391,0.448351373,0.050697336,0.135636238
771,0.129049599,0.539853406,0.16287195,0.425793979,0.449113962,0.050801777,0.135975563
772,0.129170795,0.541640972,0.163559671,0.428332149,0.450610732,0.051026187,0.136635233
773,0.130196666,0.541270168,0.163751229,0.42884189,0.451139152,0.050281131,0.136649808
774,0.129620654,0.541117192,0.163519031,0.429295063,0.45059802,0.05040788,0.13680855
775,0.129313237,0.543131801,0.163800078,0.431441857,0.45170217,0.050777772,0.137217791
776,0.129956108,0.54330521,0.163755408,0.432329147,0.452562825,0.049990352,0.136332635
777,0.129854584,0.543082856,0.163917784,0.432864992,0.453031995,0.050201219,0.136203235
778,0.129978894,0.543416442,0.164146978,0.43376791,0.453780117,0.050604405,0.13636929
779,0.130394716,0.543449107,0.164014199,0.434385597,0.453998348,0.050884465,0.136438143
780,0.129948051,0.543368202,0.163993074,0.434964856,0.453996252,0.050787419,0.13685266
781,0.129916019,0.543029421,0.16405479,0.435355885,0.453599059,0.050675781,0.136804259
782,0.130523098,0.543669867,0.164512328,0.436697362,0.45408503,0.050678589,0.136738853
783,0.13063862,0.54318534,0.16443703,0.437652393,0.45461544,0.050449927,0.136988035
784,0.13043812,0.5429439,0.16407243,0.438024928,0.454207973,0.050497641,0.13670805
785,0.130372199,0.543751195,0.164084855,0.439118412,0.454439042,0.050707972,0.136697005
786,0.130740132,0.545688168,0.165065772,0.441751603,0.456602972,0.050819311,0.137747236
787,0.130945233,0.546405513,0.165193205,0.442603644,0.457022754,0.051439976,0.138018973
788,0.131377301,0.547778341,0.165604833,0.44396418,0.457963152,0.052003847,0.138411086
789,0.13083224,0.545045299,0.165117918,0.442115775,0.45573416,0.051683725,0.137845118
790,0.129903951,0.544870322,0.164855553,0.442536078,0.45609119,0.051627441,0.136623237
791,0.129692003,0.543531576,0.164396654,0.441994005,0.455294607,0.051702012,0.136331762
792,0.130297916,0.542131356,0.164104116,0.441481222,0.454214004,0.052050123,0.137194915
793,0.12977511,0.542136217,0.164661721,0.442070857,0.454983082,0.05277846,0.137499784
794,0.129720235,0.541703962,0.16433888,0.442783329,0.45447656,0.052376533,0.137305164
795,0.130867037,0.545782312,0.165099527,0.447322021,0.457797611,0.051847291,0.138219823
796,0.129631977,0.54363376,0.164309279,0.445775441,0.456439425,0.05063993,0.137500995
797,0.128871432,0.541403316,0.16346935,0.444255824,0.454385968,0.050787043,0.136775153
798,0.128673894,0.539543332,0.162972668,0.443291586,0.452652977,0.051181373,0.136257357
799,0.130834101,0.545089142,0.165123685,0.448534398,0.45717325,0.052053407,0.137918238
800,0.130780033,0.546724982,0.166281052,0.450291865,0.458929965,0.052281476,0.138611151
801,0.130607572,0.547805159,0.166808657,0.452010392,0.460352266,0.052505603,0.139034117
802,0.129691879,0.545324679,0.165754821,0.451018994,0.458812396,0.052455789,0.138423398
803,0.129782617,0.544935042,0.164999097,0.450974065,0.458491382,0.052570854,0.138722602
804,0.129353495,0.542033228,0.164008675,0.449338075,0.456225298,0.052204399,0.137805607
805,0.128834849,0.538818933,0.163336218,0.447847408,0.4539818,0.051823433,0.136717283
806,0.128944055,0.539688488,0.164152802,0.449554824,0.454983875,0.052132561,0.136782275
807,0.128870571,0.541642538,0.164947013,0.452101024,0.456535518,0.052601315,0.137154537
808,0.129096987,0.544693487,0.165710434,0.455211167,0.458896737,0.052799366,0.137809066
809,0.128568445,0.543355983,0.164566477,0.453610088,0.457337018,0.051756783,0.137087273
810,0.128183628,0.542037344,0.164696716,0.453234984,0.456554979,0.051815226,0.136954207
811,0.128787042,0.543856131,0.165797035,0.455038069,0.458008877,0.052400782,0.138087024
812,0.130996819,0.551127838,0.168428503,0.46089641,0.463726137,0.053730981,0.141048254
813,0.132629924,0.555834578,0.170122615,0.465505742,0.46730514,0.054612601,0.141627692
814,0.135281002,0.566066041,0.172833248,0.474289363,0.475567473,0.054843736,0.144240128
815,0.133306992,0.559173275,0.170055109,0.468176248,0.469564634,0.052637175,0.141993125
816,0.130890865,0.554034276,0.168931613,0.463700795,0.465654368,0.051291566,0.137868023
817,0.13082304,0.554480568,0.169325518,0.464941131,0.466396081,0.051777842,0.13736304
818,0.128661148,0.544715742,0.166079463,0.457562532,0.458323408,0.050748366,0.134852702
819,0.125749366,0.53118804,0.161320845,0.446600267,0.44719932,0.047902911,0.131280963
820,0.12354349,0.520047835,0.158432089,0.43973328,0.437931823,0.048270643,0.128564033
821,0.128056269,0.53816114,0.164141033,0.456793282,0.453694223,0.050931405,0.132776927
822,0.134751221,0.566481239,0.172653863,0.481320876,0.478221272,0.053709075,0.138698214
823,0.134114339,0.566148265,0.173742012,0.480180279,0.478030263,0.051246956,0.137802335
824,0.124910788,0.528839238,0.16191346,0.44872772,0.446250302,0.046553819,0.12716934
825,0.123542634,0.523542031,0.159445659,0.445432322,0.442025576,0.045446037,0.124293722
826,0.12528989,0.533456795,0.163006986,0.456348534,0.450976396,0.045489316,0.124655933
827,0.129497693,0.549079379,0.168351562,0.470894879,0.465703958,0.046992007,0.129281526
828,0.130511516,0.552661825,0.169424648,0.474703895,0.469807772,0.046978649,0.13075934
829,0.127710207,0.545722128,0.165971036,0.469080193,0.463212764,0.04455925,0.127406139
830,0.128719722,0.541896187,0.166217346,0.466822872,0.460049718,0.045169499,0.127346741
831,0.129734228,0.543203775,0.167058016,0.469405911,0.461602869,0.044602908,0.127168606
832,0.12894645,0.543843063,0.166444765,0.471733219,0.462581723,0.042082904,0.125043715
833,0.128422215,0.543681157,0.166892841,0.472251498,0.462815191,0.041942553,0.123493161
834,0.127848574,0.539090699,0.16577219,0.468941661,0.459564849,0.041830974,0.122588176
835,0.128366234,0.53837619,0.16569861,0.469116697,0.459632706,0.042297765,0.123177155
836,0.127923376,0.540163296,0.166115355,0.470889682,0.459716152,0.043076354,0.122490757
837,0.127500751,0.54024802,0.166455634,0.472690139,0.461237262,0.042421695,0.122138887
838,0.127348822,0.539327183,0.166363674,0.4735452,0.46183382,0.04179446,0.121657596
839,0.128403016,0.54020738,0.166254636,0.475080727,0.462085176,0.042304108,0.121492492
840,0.128066887,0.539996525,0.166347797,0.476013141,0.462277111,0.042735274,0.122578212
841,0.128196393,0.540106754,0.166435303,0.47707636,0.462923234,0.042958414,0.122779945
842,0.128983024,0.541401595,0.166750619,0.479126491,0.464733287,0.043000132,0.122009112
843,0.128293534,0.542392356,0.166617105,0.479993037,0.465200378,0.041919814,0.121535823
844,0.128202808,0.54285688,0.166586521,0.480782626,0.465381949,0.041646794,0.121456576
845,0.127859291,0.540449346,0.165992797,0.479263694,0.463329705,0.041728677,0.121223927
846,0.127819113,0.539170803,0.166323362,0.479160077,0.462478441,0.042155067,0.122168678
847,0.127638301,0.537537148,0.165329499,0.478573067,0.461366988,0.041094614,0.120836567
848,0.128677331,0.541513729,0.166164847,0.48264833,0.465049816,0.040761989,0.120671648
849,0.129425502,0.545078723,0.168250378,0.486498673,0.468673705,0.042178107,0.121799043
850,0.128409599,0.546022939,0.16818951,0.488072425,0.469194121,0.041015742,0.121285622
851,0.125986603,0.538374103,0.165615135,0.481938951,0.462991434,0.039954474,0.118786651
852,0.126066269,0.537506857,0.165499751,0.482020029,0.4635438,0.040645763,0.117903489
853,0.129585847,0.546889544,0.168860443,0.491878248,0.471657778,0.04161487,0.12185689
854,0.133471955,0.560919747,0.172853509,0.504791796,0.483627533,0.042110701,0.12536241
855,0.129980359,0.547344576,0.168014969,0.492558403,0.471962669,0.0402053,0.121701866
856,0.126426708,0.536711706,0.165052279,0.483411513,0.462731352,0.03965432,0.118782251
857,0.125671627,0.53110859,0.163474288,0.479015771,0.458208359,0.03938475,0.117829919
858,0.127833978,0.536848555,0.165329578,0.484944137,0.463174529,0.040194421,0.119324377
859,0.128519241,0.540021456,0.166281905,0.48842914,0.465037825,0.041476991,0.119356188
860,0.12793123,0.540171298,0.166220373,0.489598287,0.46607212,0.040082213,0.119011281
861,0.126670693,0.53875011,0.165633028,0.489118787,0.465407797,0.03880504,0.118577576
862,0.124576414,0.534764866,0.164283234,0.485652855,0.461691646,0.0381325,0.11780479
863,0.125906269,0.536150717,0.165213689,0.488133505,0.463703235,0.039287947,0.118117076
864,0.125937813,0.538364753,0.165674298,0.490973842,0.465724236,0.038432984,0.117607819
865,0.126086587,0.543292164,0.166583059,0.496058053,0.469363768,0.036927464,0.117503965
866,0.130951573,0.552982339,0.170303096,0.505430556,0.47736823,0.040310418,0.121728669
867,0.130369604,0.550238004,0.169776192,0.502911845,0.475160709,0.040985564,0.121286376
868,0.127289929,0.539284484,0.166291968,0.492861519,0.4661087,0.040140978,0.11839122
869,0.126541345,0.533393437,0.16379422,0.488219683,0.461150785,0.039246458,0.116756298
870,0.126437392,0.531906167,0.164112364,0.488458645,0.460798543,0.038633859,0.116646883
871,0.126694109,0.53343898,0.165062915,0.490941037,0.462542661,0.038494135,0.116806464
872,0.126684275,0.535141793,0.165358817,0.493177467,0.463801974,0.038764032,0.116461131
873,0.126929583,0.537712012,0.165334543,0.494794874,0.466226908,0.039021144,0.117255766
874,0.127044312,0.538078509,0.165715752,0.496413176,0.466528046,0.038804453,0.116337765
875,0.126929311,0.53707358,0.166290218,0.498102931,0.465294425,0.038018978,0.114404805
876,0.125650848,0.535641149,0.165259466,0.496240847,0.464413455,0.035723821,0.114115264
877,0.126319417,0.534885062,0.165652198,0.49571326,0.464493917,0.036795126,0.115128831
878,0.127734343,0.53742721,0.166945005,0.498309381,0.467095885,0.038532461,0.1162751
879,0.126585558,0.537047483,0.165716061,0.497826099,0.466031806,0.037574408,0.11380773
880,0.126193306,0.535221659,0.165594072,0.49713477,0.465062108,0.037828925,0.114291113
881,0.126772273,0.536590298,0.166116024,0.499220185,0.466467595,0.037686578,0.11535448
882,0.127672,0.539313162,0.166277676,0.502112441,0.468480027,0.036362588,0.11572001
883,0.126279572,0.533718732,0.165720084,0.496885305,0.464027911,0.036423236,0.113675904
884,0.125729983,0.529868161,0.165086686,0.493907526,0.460799259,0.036611161,0.112659685
885,0.128259133,0.537615822,0.167579424,0.502643145,0.467979443,0.037557531,0.114914802
886,0.127853666,0.535879591,0.166510122,0.501641406,0.468024276,0.037404882,0.116343538
887,0.12811572,0.538668914,0.167461441,0.504437715,0.470960447,0.036239681,0.116146909
888,0.12693841,0.534405441,0.166451227,0.500701493,0.466847591,0.035105635,0.113986874
889,0.127160842,0.530843313,0.16530488,0.498300656,0.462812581,0.037040252,0.114071761
890,0.125696491,0.527940017,0.165244971,0.496476747,0.460517138,0.036419661,0.1130378
891,0.12489331,0.52762171,0.165153676,0.496624489,0.46063621,0.035728126,0.112425563
892,0.125239031,0.529163472,0.164107181,0.498210551,0.462763485,0.035556885,0.112338186
893,0.125215507,0.527413089,0.164727392,0.497490819,0.46088212,0.034180278,0.10981167
894,0.126529366,0.535366684,0.167261196,0.506115383,0.467311012,0.034170185,0.110533309
895,0.128164754,0.546289793,0.169791573,0.517696102,0.476387575,0.035330732,0.113353684
896,0.133969359,0.554573613,0.174382187,0.525814489,0.4850231,0.037685578,0.11719159
897,0.136567072,0.56500681,0.177450434,0.536183987,0.4943605,0.036262158,0.117877326
898,0.131584663,0.556414871,0.172723213,0.526744364,0.485420949,0.031822517,0.112760345
899,0.126055033,0.553969029,0.168799056,0.52102477,0.481868283,0.029995234,0.11136525
900,0.130884969,0.560786398,0.174144694,0.527785881,0.488289067,0.035745328,0.118925965
901,0.135847201,0.567581113,0.178763517,0.533922825,0.493859595,0.0406585,0.124605059
902,0.13326127,0.555117049,0.174144711,0.520898347,0.482276177,0.040152154,0.120303261
903,0.128690251,0.529543141,0.166305666,0.499320918,0.461931466,0.035042218,0.115240403
904,0.12124241,0.500654483,0.157040726,0.472300637,0.435781373,0.031834991,0.10639309
905,0.118676111,0.496607358,0.155185934,0.467825982,0.42999583,0.031869668,0.101705618
906,0.118759613,0.498307821,0.155451777,0.473440586,0.43235458,0.031905747,0.1057758
907,0.129131566,0.526418195,0.164758964,0.501973768,0.458655893,0.032515921,0.11286313
908,0.139151661,0.554625323,0.17418765,0.528576163,0.485157144,0.033143178,0.117338881
909,0.134598785,0.566229887,0.176757982,0.536388128,0.493855941,0.034980919,0.113138982
910,0.132888754,0.557479775,0.175517881,0.526224283,0.484240512,0.031035317,0.112597335
911,0.127449843,0.532494462,0.16728299,0.50353264,0.461509749,0.027071653,0.108610025
912,0.121547248,0.517412122,0.157893358,0.493829803,0.450062314,0.026881973,0.103384387
913,0.125426243,0.519490129,0.165281489,0.496065453,0.453128766,0.028298429,0.108401838
914,0.130893087,0.530535787,0.171272835,0.507231628,0.464042866,0.028594287,0.112676775
915,0.13266399,0.533915932,0.170363829,0.511345878,0.467616262,0.02732186,0.112529586
916,0.127969926,0.548195848,0.17415704,0.523538381,0.48110402,0.031209189,0.115583622
917,0.129660254,0.548752511,0.174260817,0.523809625,0.484057342,0.031585824,0.115886805
918,0.130784506,0.535735678,0.169682909,0.51264742,0.474180886,0.029829914,0.111601708
919,0.125279584,0.519499701,0.162617061,0.500468962,0.459279438,0.028151726,0.10272603
920,0.123347842,0.507098299,0.158055563,0.485965511,0.447717913,0.029175064,0.103006546
921,0.121371584,0.499311046,0.155867236,0.479565727,0.441276303,0.029499712,0.10198441
922,0.117157384,0.493976353,0.155418962,0.481855736,0.43811316,0.027793545,0.095515921
923,0.119841761,0.501853433,0.156583453,0.487844621,0.444298093,0.028044617,0.099106888
924,0.123448671,0.511446186,0.15894009,0.497670659,0.453554342,0.026078767,0.103227249
925,0.126216151,0.518455791,0.161380655,0.506423282,0.460876221,0.022529136,0.106358413
926,0.123979353,0.510246059,0.163730262,0.499817089,0.45155159,0.031252127,0.10721826
927,0.122879341,0.506829329,0.164783674,0.496588172,0.447148856,0.030644165,0.104901188
928,0.121150139,0.50609812,0.164597086,0.495370859,0.445607402,0.024220871,0.099625212
929,0.116920909,0.516176773,0.166662603,0.508924676,0.454698078,0.018983044,0.093119275
930,0.1262088,0.543097627,0.170966807,0.535112553,0.488860682,0.020969251,0.103667203
931,0.143501724,0.585233397,0.183185078,0.577510452,0.534341973,0.026093697,0.121309918
932,0.156808202,0.614298836,0.20445684,0.611620283,0.541936856,0.029406233,0.12757175
933,0.154357167,0.631441296,0.196154874,0.637059089,0.564023867,-0.002785658,0.143920978
934,0.152069697,0.623196405,0.185154548,0.619409626,0.564197312,-0.004060383,0.133128794
935,0.165978808,0.627709887,0.193061374,0.581547708,0.565558556,0.055064278,0.085990023
936,0.143834128,0.617645168,0.166507885,0.580123422,0.535526098,-0.00791554,0.06755335
937,0.119890141,0.593067833,0.153806333,0.540183048,0.489202409,-0.041987,0.081327976
938,0.102648664,0.541421914,0.144466179,0.478105975,0.430803263,-0.038438052,0.098476928
939,0.107805699,0.492167785,0.128461138,0.460082997,0.396788379,0.004844755,0.082586523
940,0.07917078,0.452863318,0.119784728,0.420888093,0.363748865,-0.007607097,0.049164177
941,0.065765683,0.420495512,0.113772204,0.394686998,0.343488793,-0.022181299,0.029105168
942,0.091592038,0.408872433,0.110897708,0.411230865,0.353211481,-0.020127097,0.039747204
943,0.091507859,0.442791739,0.136189337,0.421976774,0.376084256,-0.015618958,0.080346548
944,0.087805391,0.474238627,0.153368085,0.455343953,0.401316959,-0.023069202,0.105693334
945,0.077244782,0.461288205,0.145383877,0.480055892,0.396131417,-0.0414156,0.097212565
946,0.10111907,0.484827501,0.145984436,0.485863278,0.429921124,-0.00929613,0.040739747
947,0.097915023,0.475735027,0.137835134,0.472444045,0.41759416,-0.004001491,0.040406304
948,0.080971265,0.447656938,0.12758085,0.449299753,0.382166012,-0.023760462,0.056467778
949,0.07823042,0.425152387,0.12795095,0.423265283,0.375059688,-0.075634553,-0.005202312
950,0.065694323,0.404862651,0.126326781,0.418320723,0.376727779,-0.05510504,0.019769713
951,0.056872442,0.39177025,0.125024564,0.41973157,0.38249945,-0.022682028,0.05385973
952,0.055205496,0.384470261,0.122181943,0.414491984,0.38458895,-0.004718764,0.057448486
953,0.069076975,0.418558099,0.127420336,0.419440104,0.372803542,-0.005745364,0.041862773
954,0.078924665,0.437383552,0.128898809,0.440076201,0.38052352,-0.02104117,0.044848645
955,0.084178478,0.436557312,0.126399527,0.473831913,0.412841114,-0.043391536,0.069495954
956,0.114995761,0.452297712,0.161638838,0.485894462,0.424060607,0.030010851,0.111223501
957,0.109027259,0.431057626,0.152361259,0.466004021,0.415361271,0.015096671,0.088113747
958,0.089121197,0.396520168,0.127282163,0.443165148,0.398831638,-0.032765969,0.042512139
959,0.085587133,0.409197814,0.133247462,0.470923037,0.400148184,-0.019888004,0.054462744
960,0.09140316,0.420287137,0.141353339,0.475263679,0.404061108,0.001034038,0.08587261
961,0.094855606,0.422623343,0.142367774,0.468676084,0.40739329,0.014666329,0.09865624
962,0.089627088,0.417120793,0.133315396,0.459902357,0.408632873,0.011869305,0.069697292
963,0.105969085,0.41788431,0.134272437,0.463532261,0.404436605,-0.005793391,0.078198338
964,0.119583791,0.430299517,0.144572565,0.476482591,0.416805563,0.007876047,0.091358246
965,0.125127471,0.445366325,0.158353481,0.487556966,0.434137322,0.049173588,0.102276084
966,0.106196213,0.428741708,0.150804317,0.483959707,0.405405102,0.023206048,0.091324763
967,0.111598099,0.418782504,0.15121643,0.487462053,0.405719866,0.01814511,0.086436636
968,0.123502485,0.413891071,0.154001196,0.490446297,0.416130687,0.018607161,0.082964052
969,0.110511066,0.40404605,0.147893451,0.470039484,0.400508286,-0.001393111,0.06987764
970,0.109658264,0.411657098,0.145317264,0.465301392,0.399150347,0.008320077,0.079244871
971,0.113491818,0.418562415,0.147053569,0.470540156,0.405478142,0.020283075,0.09157701
972,0.116152651,0.403516537,0.150176916,0.476157152,0.408776914,0.021236215,0.096120817
973,0.123920337,0.406502649,0.15405765,0.481798395,0.416117703,0.022173149,0.090986959
974,0.126552389,0.423239222,0.160472711,0.493777228,0.430633975,0.02016871,0.094370078
975,0.118616739,0.439034148,0.164405766,0.499669767,0.436166286,0.014064116,0.105885439
976,0.124631957,0.443823875,0.163210632,0.508813334,0.437842924,0.019951774,0.109195564
977,0.114764605,0.444944331,0.159889893,0.513470705,0.434454017,0.017355412,0.104001608
978,0.099906271,0.439992061,0.15693319,0.513009935,0.429246481,0.009330037,0.095350288
979,0.120834253,0.442345678,0.169105656,0.52271175,0.447672153,0.005076311,0.106622131
980,0.123583328,0.444974646,0.164596979,0.51993719,0.447195464,0.006404409,0.104867424
981,0.121978215,0.441873187,0.157731907,0.511534763,0.439367639,0.013032421,0.102364537
982,0.126179354,0.434611029,0.160515746,0.511040024,0.43907669,0.026768262,0.10956397
