0,1
1,1
2,1
3,1
4,1
5,2
6,1
7,2
8,1
9,1
10,3
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,4
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,5
65,1
66,1
67,1
68,6
69,5
70,1
71,5
72,1
73,7
74,5
75,1
76,1
77,1
78,8
79,5
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,9
92,10
93,1
94,1
95,1
96,11
97,1
98,1
99,12
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,13
109,14
110,1
111,1
112,15
113,16
114,17
115,1
116,1
117,18
118,1
119,19
120,1
121,1
122,1
123,1
124,20
125,21
126,1
127,22
128,1
129,1
130,1
131,1
132,23
133,15
134,1
135,24
136,1
137,1
138,11
139,1
140,23
141,1
142,1
143,25
144,26
145,1
146,25
147,1
148,1
149,1
150,27
151,28
152,25
153,1
154,29
155,1
156,1
157,1
158,1
159,30
160,31
161,1
162,32
163,32
164,32
165,32
166,32
167,32
168,32
169,1
170,1
171,32
172,33
173,32
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,32
182,1
183,1
184,1
185,1
186,32
187,34
188,32
189,1
190,35
191,1
192,36
193,1
194,1
195,1
196,1
197,1
198,1
199,37
200,1
201,38
202,1
203,39
204,32
205,1
206,40
207,1
208,1
209,41
210,39
211,39
212,1
213,1
214,42
215,1
216,43
217,44
218,39
219,45
220,46
221,39
222,47
223,44
224,48
225,48
226,49
227,48
228,50
229,48
230,1
231,51
232,1
233,1
234,48
235,1
236,52
237,32
238,53
239,32
240,54
241,32
242,53
243,32
244,1
245,55
246,1
247,1
248,1
249,1
250,1
251,1
252,56
253,32
254,1
255,57
256,1
257,1
258,1
259,1
260,58
261,54
262,1
263,56
264,56
265,1
266,1
267,54
268,1
269,1
270,53
271,56
272,53
273,32
274,1
275,32
276,32
277,32
278,59
279,60
280,1
281,1
282,53
283,1
284,61
285,1
286,62
287,56
288,1
289,1
290,1
291,1
292,63
293,64
294,65
295,66
296,67
297,68
298,69
299,70
300,71
301,72
302,53
303,1
304,73
305,1
306,1
307,1
308,1
309,74
310,1
311,53
312,53
313,75
314,53
315,76
316,77
317,78
318,78
319,79
320,1
321,1
322,1
323,1
324,53
325,1
326,80
327,53
328,80
329,81
330,82
331,53
332,82
333,82
334,53
335,80
336,1
337,83
338,80
339,80
340,78
341,1
342,80
343,1
344,80
345,80
346,80
347,80
348,80
349,80
350,1
351,84
352,85
353,53
354,80
355,80
356,86
357,87
358,74
359,82
360,80
361,53
362,74
363,82
364,80
365,74
366,88
367,89
368,90
369,80
370,82
371,91
372,53
373,53
374,74
375,82
376,74
377,80
378,92
379,93
380,82
381,80
382,94
383,95
384,82
385,82
386,80
387,80
388,82
389,74
390,82
391,96
392,80
393,80
394,80
395,80
396,80
397,80
398,80
399,80
400,97
401,98
402,97
403,80
404,80
405,80
406,97
407,97
408,97
409,99
410,80
411,80
412,80
413,100
414,80
415,80
416,82
417,80
418,101
419,80
420,80
421,80
422,80
423,80
424,74
425,80
426,80
427,80
428,102
429,82
430,103
431,104
432,82
433,80
434,80
435,80
436,80
437,80
438,80
439,80
440,80
441,82
442,80
443,80
444,80
445,80
446,80
447,80
448,80
449,80
450,80
451,80
452,80
453,80
454,99
455,80
456,80
457,80
458,80
459,82
460,80
461,80
462,80
463,80
464,80
465,82
466,80
467,80
468,80
469,82
470,105
471,106
472,82
473,107
474,82
475,108
476,82
477,105
478,109
479,105
480,110
481,80
482,106
483,111
484,82
485,107
486,82
487,112
488,113
489,114
490,115
491,87
492,115
493,82
494,115
495,82
496,82
497,82
498,107
499,116
500,112
501,117
502,118
503,99
504,119
505,120
506,121
507,122
508,123
509,119
510,124
511,121
512,121
513,125
514,119
515,121
516,121
517,126
518,127
519,128
520,128
521,99
522,129
523,129
524,130
525,131
526,132
527,133
528,133
529,130
530,134
531,126
532,135
533,136
534,137
535,126
536,138
537,139
538,112
539,140
540,112
541,141
542,119
543,128
544,129
545,129
546,126
547,121
548,107
549,107
550,142
551,99
552,129
553,129
554,129
555,129
556,129
557,129
558,129
559,129
560,143
561,120
562,126
563,144
564,121
565,121
566,126
567,121
568,129
569,129
570,129
571,126
572,121
573,121
574,145
575,129
576,146
577,129
578,129
579,129
580,147
581,129
582,129
583,120
584,126
585,126
586,129
587,112
588,148
589,112
590,149
591,129
592,129
593,129
594,150
595,120
596,129
597,129
598,132
599,120
600,151
601,152
602,153
603,129
604,129
605,154
606,155
607,126
608,112
609,121
610,149
611,112
612,126
613,112
614,129
615,156
616,126
617,157
618,129
619,158
620,129
621,159
622,160
623,161
624,112
625,162
626,147
627,159
628,112
629,163
630,121
631,164
632,160
633,165
634,159
635,166
636,167
637,168
638,169
639,159
640,121
641,170
642,171
643,112
644,162
645,150
646,172
647,112
648,173
649,160
650,160
651,112
652,112
653,174
654,112
655,112
656,175
657,112
658,112
659,176
660,112
661,177
662,177
663,177
664,178
665,112
666,179
667,112
668,177
669,177
670,173
671,177
672,160
673,160
674,177
675,177
676,177
677,177
678,177
679,121
680,177
681,121
682,180
683,177
684,147
685,181
686,121
687,177
688,182
689,177
690,177
691,121
692,147
693,121
694,121
695,147
696,160
697,183
698,160
699,160
700,177
701,160
702,121
703,121
704,147
705,121
706,147
707,121
708,147
709,160
710,160
711,184
712,147
713,132
714,185
715,121
716,132
717,178
718,184
719,160
720,132
721,178
722,121
723,53
724,186
725,187
726,188
727,53
728,178
729,53
730,189
731,132
732,53
733,53
734,53
735,190
736,132
737,53
738,132
739,132
740,191
741,132
742,132
743,185
744,160
745,132
746,147
747,192
748,193
749,147
750,194
751,160
752,132
753,177
754,132
755,195
756,132
757,147
758,132
759,196
760,160
761,53
762,189
763,189
764,189
765,197
766,53
767,132
768,189
769,53
770,53
771,189
772,53
773,189
774,147
775,53
776,189
777,147
778,132
779,198
780,189
781,199
782,200
783,147
784,53
785,53
786,189
787,189
788,53
789,192
790,189
791,132
792,53
793,53
794,189
795,53
796,189
797,192
798,189
799,53
800,189
801,189
802,53
803,189
804,53
805,53
806,147
807,160
808,53
809,147
810,189
811,53
812,53
813,160
