4902,351.129,0.000266092
4909,298.194,0.000265036
4903,80.291,0.000141672
4907,117.041,0.000390372
4891,67.1623,0.000266092
4923,96.9603,0.000341787
4922,84.167,0.000264966
4892,7.90137,0.000390372
4890,11.7993,0.000141672
4893,4.47902,0.000211803
4898,43.4935,0.00058591
4888,127.881,0.000618581
4889,120.021,4.2248e-07
4985,44.8663,0.00026581
4946,56.1025,8.4496e-07
4947,17.4497,0.000796375
4929,57.9658,0.000870591
4930,9.48527,0.00159212
4914,157.083,0.000188145
4915,11.6156,0.00512807
4908,15.8151,0.00244961
4910,20.4871,0.00306974
4957,20.7947,0.000530494
4996,39.251,0.000264895
4900,20.6763,0.000955862
4899,99.3515,0.00208057
4934,20.3623,0.00166542
4958,26.3968,0.000794474
4918,20.5002,0.00372318
4935,10.0746,0.000659562
4919,11.521,0.00174048
4933,105.514,0.00318402
4911,16.5346,0.00185384
4905,53.405,0.000977056
4839,233.291,0.000883969
4844,250.633,0.00208191
4901,101.45,0.00187412
4906,122.235,0.000494443
4346,428.209,0.00274654
4927,96.956,0.00147241
4349,17.6875,0.000716104
4510,288.146,0.000504441
4350,14.2457,0.000970437
4410,295.251,9.6748e-05
4942,104.89,0.00264135
4928,86.5263,0.00205149
4951,52.3823,0.00318494
4720,90.893,0.0029668
4582,109.788,0.00033221
4557,163.501,0.000173146
4843,201.877,0.00236765
4864,263.22,0.00205058
4556,349.081,0.00202952
4745,58.025,0.00441731
4679,144.401,0.0017566
4680,88.1392,0.00121111
5013,190.86,0
4977,158.283,0.00179941
4964,54.7207,0.00264043
4978,15.7183,6.66815e-05
4952,20.6448,0.000542113
5051,242.253,0.00298271
4965,11.6847,0.000336858
5050,228.888,0.00339111
4046,12.547,0.004147
4043,16.6579,7.01317e-05
4042,198.816,0.00407778
4341,417.857,0.00106627
4052,16.4328,0.00139954
4718,90.1924,0.0044164
4053,12.7398,0.00245306
4135,451.598,0.000166739
4595,76.9317,0.000272007
4596,16.2804,0.00250679
4598,28.6833,0.00191095
4583,105.675,0.000928964
4678,63.4118,0.00279647
4617,28.9868,0.00156677
4618,16.3149,0.00324014
4652,66.1537,0.00201234
4495,128.118,0.00110303
4685,101.343,0.00265184
4599,162.517,0.00334062
4653,200.589,0.000638579
5037,170.141,0.00173182
5038,172.421,0.00236934
4681,143.701,0.00161901
4682,120.189,0.00112218
4420,289.078,0.000249193
4421,11.1454,0.00269416
4426,29.6975,0.000119703
4411,389.005,0.00267212
3993,165.044,0.000535846
3992,191.426,0.00354285
4473,69.39,0.00397829
4441,29.4808,0.00183941
4698,44.5968,0.00274028
4699,21.3458,0.000272007
4442,15.2876,0.00374768
4446,34.7213,0.00123956
4699,21.3458,0.00298074
4686,171.345,8.63972e-05
4762,254.683,0.00307798
5070,47.2754,0.00637473
5105,51.884,0.00026581
