0,1
1,1
2,1
3,1
4,1
5,2
6,1
7,2
8,1
9,1
10,3
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,4
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,5
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,6
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,7
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,8
118,1
119,1
120,1
121,1
122,1
123,1
124,9
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,10
133,1
134,1
135,1
136,1
137,1
138,6
139,1
140,10
141,1
142,1
143,11
144,12
145,1
146,11
147,1
148,1
149,1
150,13
151,14
152,11
153,1
154,15
155,1
156,1
157,1
158,1
159,1
160,16
161,1
162,17
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,18
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,19
188,1
189,1
190,20
191,1
192,21
193,1
194,1
195,1
196,1
197,1
198,1
199,22
200,1
201,23
202,1
203,24
204,1
205,1
206,25
207,1
208,1
209,26
210,24
211,24
212,1
213,1
214,27
215,1
216,28
217,29
218,24
219,30
220,31
221,24
222,32
223,29
224,33
225,33
226,34
227,33
228,35
229,33
230,1
231,36
232,1
233,1
234,33
235,1
236,37
237,1
238,1
239,1
240,38
241,1
242,1
243,1
244,1
245,39
246,1
247,1
248,1
249,1
250,1
251,1
252,40
253,1
254,1
255,41
256,1
257,1
258,1
259,1
260,1
261,38
262,1
263,1
264,1
265,1
266,1
267,38
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,42
279,43
280,1
281,1
282,1
283,1
284,44
285,1
286,45
287,1
288,1
289,1
290,1
291,1
292,46
293,47
294,48
295,49
296,1
297,50
298,1
299,1
300,1
301,1
302,1
303,1
304,51
305,1
306,1
307,1
308,1
309,52
310,1
311,1
312,1
313,53
314,1
315,54
316,55
317,1
318,1
319,56
320,1
321,1
322,1
323,1
324,1
325,1
326,57
327,1
328,57
329,1
330,58
331,1
332,58
333,58
334,1
335,57
336,1
337,1
338,57
339,57
340,1
341,1
342,57
343,1
344,57
345,57
346,57
347,57
348,57
349,57
350,1
351,59
352,1
353,1
354,57
355,57
356,60
357,61
358,52
359,58
360,57
361,1
362,1
363,58
364,57
365,1
366,1
367,1
368,1
369,57
370,58
371,1
372,1
373,1
374,1
375,58
376,1
377,57
378,1
379,1
380,58
381,57
382,1
383,1
384,58
385,58
386,57
387,57
388,58
389,1
390,58
391,1
392,57
393,57
394,57
395,57
396,57
397,57
398,57
399,57
400,1
401,62
402,1
403,57
404,57
405,57
406,1
407,1
408,1
409,63
410,57
411,57
412,57
413,1
414,57
415,57
416,58
417,57
418,1
419,57
420,57
421,57
422,57
423,57
424,1
425,57
426,57
427,57
428,1
429,58
430,1
431,1
432,58
433,57
434,57
435,57
436,57
437,57
438,57
439,57
440,57
441,58
442,57
443,57
444,57
445,57
446,57
447,57
448,57
449,57
450,57
451,57
452,57
453,57
454,63
455,57
456,57
457,57
458,57
459,58
460,57
461,57
462,57
463,57
464,57
465,58
466,57
467,57
468,57
469,58
470,64
471,65
472,58
473,66
474,58
475,67
476,58
477,64
478,68
479,64
480,69
481,57
482,65
483,64
484,58
485,66
486,58
487,70
488,71
489,72
490,58
491,61
492,58
493,58
494,58
495,58
496,58
497,58
498,66
499,1
500,70
501,73
502,74
503,63
504,75
505,76
506,1
507,77
508,78
509,75
510,79
511,1
512,1
513,1
514,75
515,1
516,1
517,80
518,81
519,81
520,81
521,63
522,82
523,82
524,83
525,84
526,85
527,86
528,86
529,83
530,87
531,80
532,88
533,89
534,90
535,80
536,91
537,92
538,70
539,93
540,70
541,94
542,75
543,81
544,82
545,82
546,80
547,1
548,66
549,66
550,95
551,63
552,82
553,82
554,82
555,82
556,82
557,82
558,82
559,82
560,96
561,76
562,80
563,97
564,1
565,1
566,80
567,1
568,82
569,82
570,82
571,80
572,1
573,1
574,98
575,82
576,99
577,82
578,82
579,82
580,100
581,82
582,82
583,76
584,80
585,80
586,82
587,70
588,101
589,70
590,102
591,82
592,82
593,82
594,1
595,76
596,82
597,82
598,85
599,76
600,103
601,104
602,105
603,82
604,82
605,106
606,107
607,80
608,70
609,1
610,102
611,70
612,80
613,70
614,82
615,108
616,80
617,109
618,82
619,110
620,82
621,111
622,1
623,112
624,70
625,113
626,100
627,111
628,70
629,114
630,1
631,115
632,1
633,116
634,111
635,117
636,118
637,119
638,120
639,111
640,1
641,121
642,122
643,70
644,113
645,1
646,123
647,70
648,124
649,1
650,1
651,70
652,70
653,125
654,70
655,70
656,126
657,70
658,70
659,127
660,70
661,100
662,100
663,100
664,128
665,70
666,129
667,70
668,100
669,100
670,124
671,100
672,1
673,1
674,100
675,100
676,100
677,100
678,100
679,1
680,100
681,1
682,130
683,100
684,100
685,131
686,1
687,100
688,132
689,100
690,100
691,1
692,100
693,1
694,1
695,100
696,1
697,1
698,1
699,1
700,100
701,1
702,1
703,1
704,100
705,1
706,100
707,1
708,100
709,1
710,1
711,133
712,100
713,85
714,134
715,1
716,85
717,128
718,133
719,1
720,85
721,128
722,1
723,1
724,1
725,135
726,136
727,1
728,128
729,1
730,137
731,85
732,1
733,1
734,1
735,1
736,85
737,1
738,85
739,85
740,138
741,85
742,85
743,134
744,1
745,85
746,100
747,139
748,140
749,100
750,141
751,1
752,85
753,100
754,85
755,142
756,85
757,100
758,85
759,143
760,1
761,1
762,137
763,137
764,137
765,144
766,1
767,85
768,137
769,1
770,1
771,137
772,1
773,137
774,100
775,1
776,137
777,100
778,85
779,145
780,137
781,146
782,147
783,100
784,1
785,1
786,137
787,137
788,1
789,139
790,137
791,85
792,1
793,1
794,137
795,1
796,137
797,139
798,137
799,1
800,137
801,137
802,1
803,137
804,1
805,1
806,100
807,1
808,1
809,100
810,137
811,1
812,1
813,1
