FID,X,Y,Join_Count
277,113.2741859,22.9948774,3
278,113.2742867,22.958177,2
279,113.2742878,22.9580187,2
280,113.2743133,22.9862855,3
281,113.2743684,22.9865697,3
282,113.2744197,22.994558,3
283,113.274837,22.9856167,3
284,113.274841,22.9922903,2
285,113.274916,22.9858242,3
286,113.2749477,22.9924728,3
287,113.2749772,22.989566,4
288,113.2750369,22.9894823,4
289,113.2751026,22.989643,4
290,113.2751155,22.9865481,3
291,113.2751638,22.9895597,4
292,113.2752307,22.9931543,3
293,113.2755263,22.99272977,4
294,113.2755852,22.99264368,4
295,113.2756536,22.9925474,4
296,113.2756866,22.99278777,4
297,113.275715,22.99246425,4
298,113.2757502,22.99270418,4
299,113.2757804,22.9926644,2
300,113.2758209,22.99260584,4
301,113.2758746,22.99252839,4
302,113.2758976,22.9934804,2
303,113.2759612,22.9843084,4
304,113.2759833,22.9840522,1
305,113.2761209,22.9880478,4
306,113.2761312,22.9841659,3
307,113.2761558,22.984433,4
308,113.276215,22.988188,3
309,113.2762691,22.9927407,3
310,113.2762949,22.9843098,3
311,113.2765255,22.992925,3
312,113.2766347,23.01482588,4
313,113.2767402,22.991278,3
314,113.2767803,23.01484868,4
315,113.2768938,22.9584043,2
316,113.2769279,22.9582548,2
317,113.2769322,22.9913409,3
318,113.2770666,22.9925591,2
319,113.2770783,22.99284576,4
320,113.2772621,22.9872316,4
321,113.2773098,22.9873858,4
322,113.2774154,22.9907501,3
323,113.2774442,22.9871559,3
324,113.2774708,22.99320811,4
325,113.277493,22.9873095,3
326,113.2777588,22.93088288,1
327,113.277837,23.0007596,2
328,113.2779349,22.9307089,3
329,113.2780193,23.0007869,2
330,113.2780756,22.9565809,3
331,113.2781364,22.9990515,3
332,113.2782,22.9578537,3
333,113.2782138,22.9571732,3
334,113.2782483,22.9937935,4
335,113.2783747,22.9316088,3
336,113.2783777,22.9902245,4
337,113.2784472,22.9903665,3
338,113.2784574,22.9308078,3
339,113.2784716,22.9303138,3
340,113.2784849,22.992648,4
341,113.2784871,22.9901727,4
342,113.2785465,22.93206983,1
343,113.2785605,22.9903136,3
344,113.2785681,22.9293257,3
345,113.2785681,22.9298,3
346,113.2785683,22.9303057,3
347,113.2785765,22.9288214,3
348,113.2785896,22.9284364,3
349,113.2786406,22.9317407,4
350,113.2787942,22.9900499,1
351,113.2788373,22.9902101,1
352,113.2788891,22.9966333,3
353,113.2789667,22.9946217,2
354,113.2790551,22.9322277,1
355,113.2791227,22.930982,3
356,113.2791531,22.9934652,2
357,113.2791562,22.93220868,1
358,113.2791855,22.9933667,2
359,113.2792451,22.95496804,1
360,113.279249,22.9296333,2
361,113.2792587,22.99472987,4
362,113.2793025,22.97854331,4
363,113.2793199,22.9569827,3
364,113.2793269,22.9263002,1
365,113.2793451,22.9787844,2
366,113.2794313,22.99475398,4
367,113.2794647,22.97853903,4
368,113.2795066,22.9787819,2
369,113.2795474,22.9306943,3
370,113.2795516,22.9556621,1
371,113.2795628,22.9922323,2
372,113.2795776,22.99362044,4
373,113.2795946,22.99356123,4
374,113.2796298,22.99343863,4
375,113.2796508,22.95561809,4
376,113.279653,22.99335752,4
377,113.2797502,22.9305413,3
378,113.2797518,22.99364345,4
379,113.2797648,22.99359826,4
380,113.2797684,22.9559999,4
381,113.2797764,22.9249481,3
382,113.279805,22.99345909,4
383,113.2798243,22.99339191,4
384,113.2798639,22.95595961,4
385,113.2798804,22.9576038,3
386,113.2799187,22.9303623,3
387,113.2799307,22.9308573,3
388,113.279944,22.9562737,3
389,113.2799662,22.99226584,4
390,113.2800402,22.95624224,4
391,113.2801054,22.99230962,4
392,113.2801238,22.9300075,3
393,113.2801529,22.9279448,2
394,113.2801547,22.9288216,4
395,113.2801882,22.9292664,3
396,113.2801946,22.9145888,1
397,113.2802148,22.929602,3
398,113.2802525,22.9284759,3
399,113.2802633,22.9314245,3
400,113.280294,22.99240068,4
401,113.2803139,22.9937177,3
402,113.2803225,22.9942874,2
403,113.2803387,22.9305919,3
404,113.2803457,22.9308314,3
405,113.2803484,22.9268817,3
406,113.2804046,22.99350068,4
407,113.280409,22.99352227,4
408,113.2804404,22.99374349,4
409,113.2804697,22.9114065,1
410,113.2804723,22.9279701,3
411,113.2804737,22.9301923,3
412,113.28051,22.9288218,3
413,113.2805243,22.9906869,3
414,113.2805422,22.9298988,1
415,113.2805495,22.9292202,3
416,113.2805601,22.9565019,2
417,113.2805684,22.9275191,3
418,113.2805727,22.9935423,3
419,113.2805732,22.9267767,3
420,113.2805851,22.9295233,1
421,113.2806121,22.9284719,3
422,113.2806388,22.9307189,1
423,113.2806388,22.9311339,3
424,113.2806423,22.9888419,3
425,113.2806753,22.9252307,3
426,113.2806994,22.9269643,3
427,113.2807461,22.9304423,1
428,113.2807492,22.99380647,4
429,113.2807707,22.9564184,4
430,113.2807778,22.99360974,4
431,113.2807796,22.9932319,2
432,113.2807848,22.955999,2
433,113.2808106,22.9251703,3
434,113.2808423,22.9301069,3
435,113.2808534,22.9298889,1
436,113.2808855,22.9295826,1
437,113.2808927,22.9293727,3
438,113.2808963,22.9310549,3
439,113.2809499,22.929138,1
440,113.2809821,22.9288415,1
441,113.2809999,22.9561602,4
442,113.2810036,22.9286439,1
443,113.2810036,22.9314007,1
444,113.2810143,22.9308573,3
445,113.281044,22.930748,3
446,113.2810708,22.9303323,3
447,113.2810894,22.9279226,3
448,113.2811019,22.9303919,3
449,113.281106,22.9219308,3
450,113.2811113,22.9292386,3
451,113.2811538,22.9284562,3
452,113.2811645,22.9295925,1
453,113.2811645,22.9298988,1
454,113.2811704,22.9096548,3
455,113.281186,22.9276657,3
456,113.281186,22.929095,3
457,113.2811948,22.9285822,3
458,113.2812289,22.9288613,4
459,113.2812612,22.9567788,3
460,113.2812987,22.9274274,3
461,113.281304,22.9281894,1
462,113.2813891,22.9220102,3
463,113.2813898,22.9315292,1
464,113.2814416,22.9309864,3
465,113.2814491,22.9566676,3
466,113.2814891,22.9270248,3
467,113.2816658,22.926631,3
468,113.2816715,22.928575,3
469,113.2816781,22.9568215,3
470,113.2817848,22.958674,3
471,113.2818949,22.926644,3
472,113.2819227,22.956986,1
473,113.2819908,22.9689272,1
474,113.2820299,22.9563339,3
475,113.2820616,22.95888748,4
476,113.2821348,22.9548384,4
477,113.2821579,22.9587594,4
478,113.2821708,22.95874215,4
479,113.2822011,22.9587693,3
480,113.2822299,22.95892934,4
481,113.2822358,22.9250736,1
482,113.282253,22.9277283,1
483,113.2823248,22.95880115,4
484,113.2829634,22.9550398,3
485,113.2830277,22.9672323,1
486,113.2831673,22.9551089,3
487,113.2831976,22.88828763,1
488,113.2833413,22.959281,2
489,113.2834176,22.9591831,2
490,113.2834247,22.9552867,3
491,113.2835933,22.9262943,3
492,113.283911,22.9560471,3
493,113.2843933,22.9520482,3
494,113.2843997,22.9554089,3
495,113.285055,22.952565,3
496,113.2852165,22.9526687,1
497,113.285431,22.9506434,1
498,113.2856513,22.9677223,3
499,113.2857184,22.9784031,2
500,113.2857683,22.8910625,2
501,113.2858412,22.9258593,3
502,113.2858655,22.9259732,2
503,113.2864159,22.9105971,4
504,113.2865728,22.93445123,1
505,113.286661,22.9095868,3
506,113.2867195,22.9784901,1
507,113.2870288,22.96174106,4
508,113.2871368,22.9076876,2
509,113.2872701,22.9345842,3
510,113.2873951,22.96203092,4
511,113.2877764,22.9784741,3
512,113.2878049,22.9814869,1
513,113.2879987,22.9784017,2
514,113.2882285,22.9349144,1
515,113.28825,22.9783788,4
516,113.2882539,22.9758873,2
517,113.2884085,22.9498723,3
518,113.2884694,22.949907,4
519,113.2886889,22.950049,4
520,113.2888066,22.95012512,4
521,113.2889693,22.9107112,1
522,113.289808,22.9355111,1
523,113.2901371,22.9346813,3
524,113.2905283,22.9475261,3
525,113.2906634,22.86290672,1
526,113.2909433,22.86249106,1
527,113.2910322,22.86324768,1
528,113.2910767,22.86324108,4
529,113.2911619,22.94646622,4
530,113.2912472,22.94650167,4
531,113.2912719,22.94628233,4
532,113.291335,22.86341152,1
533,113.2913578,22.8634087,4
534,113.2913602,22.86367365,1
535,113.2913651,22.9463235,4
536,113.29143,22.94655919,4
537,113.2914621,22.9465144,3
538,113.291498,22.8928589,3
539,113.2915594,22.94636477,4
540,113.2915801,22.8928841,3
541,113.2916081,22.94637245,4
542,113.2917652,22.925729,3
543,113.2918024,22.9535586,1
544,113.2918519,22.93703227,1
545,113.2919895,22.9195633,3
546,113.2920758,22.9446807,2
547,113.29221,22.9744974,3
548,113.2922611,22.9661479,4
549,113.2923077,22.9660854,3
550,113.2923107,22.9256987,2
551,113.2923314,22.9048709,3
552,113.2924552,22.9354958,3
553,113.2924727,22.9246659,3
554,113.2925475,22.9256819,4
555,113.2926634,22.9267865,3
556,113.2927388,22.9275766,3
557,113.2927826,22.9245364,3
558,113.2927887,22.9280997,1
559,113.2927962,22.9279005,1
560,113.2928004,22.86378671,4
561,113.2929868,22.9141197,1
562,113.2930851,22.94281369,4
563,113.2930892,22.863777,3
564,113.2933044,22.9670306,4
565,113.29335,22.977402,3
566,113.293359,22.94296391,4
567,113.2933904,22.9783027,3
568,113.293413,22.9256206,3
569,113.2934385,22.9148962,1
570,113.2934475,22.9150303,4
571,113.293463,22.9427691,2
572,113.2934699,22.9674368,3
573,113.2934913,22.9670805,4
574,113.2935081,22.94298605,4
575,113.2935534,22.9161252,3
576,113.2936083,22.9427954,2
577,113.2936939,22.9278302,3
578,113.2937041,22.9274927,3
579,113.2937198,22.9267107,3
580,113.2937996,22.9446136,1
581,113.2938409,22.9194027,4
582,113.2938842,22.919899,3
583,113.2940004,22.9108597,4
584,113.294075,22.94148571,4
585,113.2942151,22.94146248,4
586,113.2942946,22.9243296,3
587,113.2946371,22.8909322,2
588,113.2946577,22.8910076,2
589,113.2947547,22.896036,2
590,113.2948889,22.8960055,1
591,113.2949303,22.9160292,3
592,113.294956,22.9160487,3
593,113.2950558,22.9171643,3
594,113.2950664,22.9673786,3
595,113.2951341,22.9108902,1
596,113.2951454,22.924233,1
597,113.2951626,22.9184226,3
598,113.2953169,22.8632135,3
599,113.2953281,22.9081694,1
600,113.2953292,22.94280118,4
601,113.2954414,22.9427152,4
602,113.295445,22.94281742,4
603,113.295454,22.916426,1
604,113.2954809,22.9164689,1
605,113.2955047,22.9390761,2
606,113.2955567,22.94273082,4
607,113.2956595,22.9419677,2
608,113.295716,22.8996257,2
609,113.2958331,22.9732545,3
610,113.2958502,22.8995952,1
611,113.2959137,22.8906081,3
612,113.2959277,22.9366631,3
613,113.2959308,22.890671,1
614,113.2961947,22.9170969,3
615,113.2962412,22.9356022,2
616,113.296256,22.9418914,3
617,113.2962579,22.9361859,3
618,113.2963155,22.9183207,3
619,113.2963983,22.9356667,2
620,113.2964443,22.9197055,3
621,113.2964482,22.9138373,2
622,113.2965465,22.9936326,1
623,113.2965982,22.9137877,2
624,113.2967031,22.901626,2
625,113.2967521,22.938283,1
626,113.2968005,22.9427569,3
627,113.2968481,22.932986,2
628,113.2969372,22.9023455,3
629,113.2969876,22.9330216,2
630,113.296996,22.9761612,3
631,113.2970067,22.9033023,2
632,113.2970725,22.9963716,1
633,113.2970743,22.9025625,4
634,113.2970964,22.9209211,2
635,113.2971801,22.9033109,2
636,113.2972116,22.9421326,3
637,113.2972417,22.90263632,4
638,113.2972467,22.9209256,2
639,113.2973162,22.9232086,2
640,113.2973203,22.9782538,4
641,113.2974109,22.8909751,2
642,113.2974613,22.9231883,2
643,113.2974876,22.8898923,2
644,113.2980229,22.9412249,3
645,113.2981053,22.9630582,1
646,113.2981066,22.8929474,3
647,113.2981402,22.8943746,3
648,113.2982122,22.9416893,2
649,113.298224,22.9936452,3
650,113.298243,22.9963479,3
651,113.2984261,22.89043429,4
652,113.2984378,22.89037011,4
653,113.2985354,22.8641984,3
654,113.2985801,22.89047135,4
655,113.2985913,22.89040704,4
656,113.2986597,22.9411167,3
657,113.2986642,22.89049157,4
658,113.2986683,22.89042558,4
659,113.2987135,22.8897003,3
660,113.2989842,22.8877672,3
661,113.2989865,22.9381003,1
662,113.2995188,22.9385491,3
663,113.2996698,22.9383593,4
664,113.2997098,22.8854002,2
665,113.2998345,22.8915863,2
666,113.2998442,22.8854429,2
667,113.2999045,22.8915802,2
668,113.299975,22.935643,1
669,113.3000202,22.9356757,3
670,113.3005954,22.940803,3
671,113.3007935,22.9391385,3
672,113.3008871,22.9936583,3
673,113.300892,22.9964,3
674,113.3009881,22.9395138,3
675,113.3010007,22.9363859,3
676,113.3010528,22.938824,3
677,113.3011133,22.9393571,3
678,113.3011522,22.9364956,3
679,113.3011997,22.9893638,3
680,113.3013157,22.936614,3
681,113.3019493,22.9754328,1
682,113.301998,22.9780248,2
683,113.3020163,22.9376522,3
684,113.302081,22.9449833,3
685,113.3021425,22.9892024,2
686,113.3021614,22.9769917,1
687,113.3021807,22.9380215,3
688,113.3022437,22.9890278,3
689,113.3023213,22.9404251,4
690,113.3023836,22.9405825,4
691,113.3024209,22.9750848,4
692,113.3024382,22.9410473,3
693,113.302636,22.974926,4
694,113.3027372,22.9748443,4
695,113.3029332,22.9410382,3
696,113.3033024,22.9986586,3
697,113.3033563,22.9983649,3
698,113.3034526,22.9986722,4
699,113.3034953,22.9983856,4
700,113.3036056,22.9401912,1
701,113.303635,22.9963958,3
702,113.3036801,22.9760738,4
703,113.3037654,22.9733969,3
704,113.3038228,22.9420356,1
705,113.3038428,22.9759472,4
706,113.3039143,22.9419363,3
707,113.3039657,22.9758755,4
708,113.3039734,22.9412443,3
709,113.3039876,22.9936434,4
710,113.304142,22.9936242,3
711,113.3044334,22.8694818,1
712,113.3045881,22.941941,3
713,113.3046332,22.865134,2
714,113.3047209,22.9470027,1
715,113.3047495,22.9775241,3
716,113.3048932,22.86615128,4
717,113.3049309,22.8663679,4
718,113.3049902,22.8670403,2
719,113.3050364,22.9840464,1
720,113.3052122,22.8637434,2
721,113.3053692,22.8674553,2
722,113.3053789,22.9697174,3
723,113.3054799,23.0143801,3
724,113.3054954,23.0141818,3
725,113.3055272,22.867476,2
726,113.3055595,22.9773311,4
727,113.305621,23.0145471,3
728,113.3056277,22.8665996,4
729,113.305643,23.01435711,4
730,113.305653,22.9772917,4
731,113.3056829,22.86641665,4
732,113.3056903,23.01441337,4
733,113.3057256,23.01434547,4
734,113.3057647,23.0145017,3
735,113.305792,23.0143361,3
736,113.3058067,22.86665732,4
737,113.3058153,23.0141724,3
738,113.3058586,22.86647482,4
739,113.3059019,22.867821,1
740,113.3059178,22.8647033,1
741,113.3059925,22.86671718,4
742,113.3060403,22.86653474,4
743,113.3061737,22.9475639,1
744,113.3061906,22.9891907,4
745,113.3062576,22.8632365,4
746,113.3062608,22.9476011,3
747,113.306373,22.9804917,1
748,113.3063769,22.9401119,2
749,113.306436,22.9438698,1
750,113.3064567,22.989088,4
751,113.3064841,22.98875961,4
752,113.3064998,22.8621953,2
753,113.3065372,22.9287729,1
754,113.3065866,22.86320907,4
755,113.3066691,22.98875859,4
756,113.3067388,22.86321909,4
757,113.3067528,22.9433448,4
758,113.3068251,22.86323947,4
759,113.306915,22.8624951,3
760,113.307301,22.9875376,3
761,113.3075461,23.0168432,4
762,113.3075485,22.9795535,1
763,113.3076118,22.9785783,2
764,113.3076434,22.9776769,1
765,113.307661,23.0169821,1
766,113.3076892,23.0167871,3
767,113.3076993,22.8573325,3
768,113.3077356,22.9794779,4
769,113.3077733,23.0109649,3
770,113.307781,23.016898,3
771,113.3077823,22.9702681,3
772,113.307813,23.016783,2
773,113.3078191,22.979444,4
774,113.3078258,22.9455755,1
775,113.3078523,23.0110108,4
776,113.3078648,22.9704713,3
777,113.307886,22.9401819,3
778,113.3079748,22.8558691,2
779,113.3080619,22.9359152,3
780,113.30809,22.9703386,3
781,113.3080958,22.8668879,1
782,113.3081978,22.8652224,1
783,113.3082193,22.9511135,1
784,113.3082576,23.010468,3
785,113.3082597,23.0112701,3
786,113.3082601,22.9785045,3
787,113.3082706,22.979506,1
788,113.3083148,23.0104097,3
789,113.3083493,22.9804024,4
790,113.3083965,22.9791883,3
791,113.3084275,22.8645583,1
792,113.3084306,23.0113789,3
793,113.3084369,23.0104118,3
794,113.3084384,22.9778963,4
795,113.3084448,23.0097814,3
796,113.3085026,22.9777033,3
797,113.3085232,22.9803919,4
798,113.3085323,22.9793896,4
799,113.3085913,23.0114374,3
800,113.3085925,22.9774189,4
801,113.3085979,22.9717171,3
802,113.3086058,23.0104148,3
803,113.3086765,22.977055,3
804,113.3087786,23.0114031,3
805,113.3087837,23.010418,3
806,113.308797,22.9444998,3
807,113.3088209,22.9848577,4
808,113.3088383,23.0099209,4
809,113.3088644,22.9448113,3
810,113.3088922,22.9789688,3
811,113.3089361,23.0113742,3
812,113.3089441,23.0104208,3
813,113.3089511,22.9848719,4
814,113.3090073,23.0095936,3
815,113.3090335,22.9371048,3
816,113.3090539,22.9803392,3
817,113.3090973,22.978878,4
818,113.3090987,23.0113444,3
819,113.3091142,22.9835841,3
820,113.3091189,23.0104239,3
821,113.3091269,22.9786659,3
822,113.3091329,22.9790988,4
823,113.3091342,22.9474785,3
824,113.3091893,22.9365502,3
825,113.3092242,22.978091,4
826,113.3092721,22.9354665,3
827,113.3092857,23.0104223,3
828,113.3092938,23.0113087,3
829,113.3093356,22.9774152,3
830,113.3093444,22.9373402,3
831,113.3093457,22.9803102,4
832,113.3094461,22.9809081,1
833,113.3094541,23.0113149,3
834,113.3094564,22.9351498,3
835,113.309463,23.0104092,3
836,113.3094804,22.9355547,3
837,113.3096121,22.9731293,3
838,113.309629,23.0113155,3
839,113.3096387,23.0103963,3
840,113.3097158,22.9365284,3
841,113.3097309,22.9349706,3
842,113.3097709,22.950683,1
843,113.3098225,23.0103132,3
844,113.3098388,23.0113136,3
845,113.3098575,22.9507138,1
846,113.3098794,22.9355864,3
847,113.3099047,22.9787786,1
848,113.3099284,22.9720575,4
849,113.3099425,22.9373769,3
850,113.3099813,22.9371826,3
851,113.3099962,23.0113122,3
852,113.310021,22.9361734,3
853,113.3100406,23.0102127,3
854,113.310049,22.9451043,3
855,113.3100514,22.9312733,1
856,113.3101692,22.9371459,1
857,113.3101909,22.9642537,1
858,113.310209,23.0113103,3
859,113.3102262,22.978378,5
860,113.3102388,23.0101512,3
861,113.3103234,22.9642451,1
862,113.3103676,22.9708604,3
863,113.3104488,22.9802006,4
864,113.3105146,22.9774765,4
865,113.310518,23.0113075,3
866,113.3105497,23.0100674,3
867,113.3105588,23.0105494,3
868,113.3105965,22.9813522,3
869,113.3106041,22.9398634,3
870,113.3106109,22.9769151,3
871,113.3109194,22.9475292,4
872,113.3110023,22.9475504,3
873,113.3111908,22.9741348,2
874,113.3114004,22.9642366,3
875,113.3115829,22.9361812,3
876,113.3116026,22.945312,3
877,113.3116468,22.963997,3
878,113.3116782,22.9635143,3
879,113.3118708,22.9725218,1
880,113.311889,22.9376657,1
881,113.3119251,22.9395194,1
882,113.3119396,22.9357124,3
