FID,oneway,length(m),beginX,beginY,endX,endY
1219,1,32.81153853,113.4912623,22.85406411,113.4910614,22.8542944
1220,1,33.07613205,113.4912771,22.85407263,113.4910614,22.8542944
1221,1,54.08728811,113.4906186,22.85439061,113.4903439,22.8539741
1222,1,65.4763208,113.4906186,22.85439061,113.4910133,22.85392638
1223,1,146.6641147,113.4913898,22.85395673,113.4926519,22.85457665
1224,1,210.8498093,113.4929471,22.8527268,113.4926519,22.85457665
1225,1,29.93693886,113.4907862,22.85461116,113.4906186,22.85439061
1226,1,45.05214489,113.4910614,22.8542944,113.4907862,22.85461116
1227,1,145.8283552,113.4925079,22.85472885,113.4912771,22.85407263
1228,1,22.48670008,113.4926519,22.85457665,113.4925079,22.85472885
1229,1,26.92813491,113.4909788,22.8547752,113.4907862,22.85461116
1230,1,160.2416917,113.490271,22.85478737,113.4893494,22.8536455
1231,1,56.62197757,113.490271,22.85478737,113.4906186,22.85439061
1232,1,29.58115107,113.4925079,22.85472885,113.4922748,22.8548845
1233,1,30.3038445,113.4905432,22.85489097,113.490271,22.85478737
1234,1,39.79662789,113.4907862,22.85461116,113.4905432,22.85489097
1235,1,34.85297359,113.4908678,22.8549829,113.4905432,22.85489097
1236,1,140.0915689,113.4922748,22.8548845,113.4909788,22.8547752
1237,1,150.2600495,113.4922748,22.8548845,113.4908678,22.8549829
1238,1,72.64294712,113.4898224,22.8552944,113.490271,22.85478737
1239,1,216.3056182,113.4872492,22.8533871,113.4874045,22.8553331
1240,1,262.3030224,113.4872509,22.8553378,113.4870495,22.8529783
1241,1,247.3403375,113.4894152,22.8553646,113.4888682,22.8532456
1242,1,80.54855175,113.4905432,22.85489097,113.4900512,22.8554573
1243,1,35.90668757,113.489287,22.8556646,113.4894152,22.8553646
1244,1,240.926426,113.489287,22.8556646,113.4893306,22.85363861
1245,1,3317.395797,113.3079748,22.8558691,113.3225606,22.8310951
1246,1,79.54047796,113.4889363,22.8563019,113.489287,22.8556646
1247,1,143.9986209,113.4889363,22.8563019,113.4898224,22.8552944
1248,1,290.0852805,113.4160235,22.8567549,113.4188407,22.8566327
1249,1,286.5275684,113.4188162,22.8568062,113.416032,22.8568837
1250,1,164.5561384,113.3076993,22.8573325,113.3079748,22.8558691
1251,1,370.8059081,113.4188407,22.8566327,113.4223047,22.85751484
1252,1,1600.170911,113.4223047,22.85751484,113.432669,22.8467536
1253,1,13.34076667,113.4223047,22.85751484,113.422422,22.8575667
1254,1,1598.077263,113.4327728,22.8468183,113.422422,22.8575667
1255,1,360.3262389,113.4221661,22.85771532,113.4188162,22.8568062
1256,1,26.37566815,113.4221661,22.85771532,113.4223047,22.85751484
1257,1,13.38058378,113.4222822,22.85777035,113.4221661,22.85771532
1258,1,26.74445796,113.422422,22.8575667,113.4222822,22.85777035
1259,1,2104.902654,113.4462625,22.8420159,113.4353142,22.8578239
1260,1,286.8824123,113.4874045,22.8553331,113.4874709,22.8579193
1261,1,233.9778013,113.4874709,22.8579193,113.4889363,22.8563019
1262,1,81.94982778,113.422422,22.8575667,113.4231194,22.857926
1263,1,1140.971073,113.4926519,22.85457665,113.5030861,22.8580187
1264,1,1039.28467,113.5030861,22.8580187,113.5053214,22.8489116
1265,1,19.18769401,113.5030861,22.8580187,113.503266,22.8580656
1266,1,1037.377062,113.5054479,22.8489607,113.503266,22.8580656
1267,1,307.1295809,113.4873024,22.85810648,113.4872509,22.8553378
1268,1,27.00792771,113.4873024,22.85810648,113.4874709,22.8579193
1269,1,1153.809725,113.5030582,22.8582153,113.4925079,22.85472885
1270,1,21.96842953,113.5030582,22.8582153,113.5030861,22.8580187
1271,1,35.10660941,113.4874709,22.8579193,113.4874551,22.85823583
1272,1,407.2703066,113.4900512,22.8554573,113.4874551,22.85823583
1273,1,106.7095694,113.4231791,22.8582556,113.4222822,22.85777035
1274,1,17.94642175,113.5032263,22.8582597,113.5030582,22.8582153
1275,1,21.88692718,113.503266,22.8580656,113.5032263,22.8582597
1276,1,34.38478813,113.4872847,22.8584164,113.4873024,22.85810648
1277,1,26.5765823,113.4874551,22.85823583,113.4872847,22.8584164
1278,1,650.9667642,113.503266,22.8580656,113.5094906,22.8590749
1279,0,906.5865331,113.5113679,22.8511249,113.5094906,22.8590749
1280,1,651.9969076,113.5094607,22.8592651,113.5032263,22.8582597
1281,0,21.29446487,113.5094906,22.8590749,113.5094607,22.8592651
1282,1,2476.493714,113.4309277,22.8594027,113.4456252,22.8427667
1283,1,134.7385798,113.5028699,22.8594189,113.5030582,22.8582153
1284,1,132.2539446,113.5032263,22.8582597,113.5030292,22.8594394
1285,1,221.0905468,113.4288302,22.8595279,113.4309277,22.8594027
1286,1,419.3614776,113.4231194,22.857926,113.4266254,22.8598245
1287,1,232.0063107,113.4266254,22.8598245,113.4288302,22.8595279
1288,1,297.0721855,113.4207749,22.8600643,113.4221661,22.85771532
1289,1,296.4282815,113.4222822,22.85777035,113.4208929,22.8601141
1290,1,538.993056,113.4353142,22.8578239,113.4309438,22.8601507
1291,1,1488.571503,113.5239266,22.860159,113.5094607,22.8592651
1292,1,1489.702513,113.5094906,22.8590749,113.5239266,22.860159
1293,1,519.0523906,113.4231194,22.857926,113.4272341,22.86063788
1294,1,403.1416734,113.4272341,22.86063788,113.4309277,22.8594027
1295,1,13.63502177,113.4272341,22.86063788,113.4273501,22.86069778
1296,1,878.5021021,113.4353142,22.8578239,113.4273501,22.86069778
1297,1,473.9162005,113.4269308,22.86073914,113.4231791,22.8582556
1298,1,33.09381452,113.4269308,22.86073914,113.4272341,22.86063788
1299,1,14.38371204,113.4270537,22.86080146,113.4269308,22.86073914
1300,1,32.52219569,113.4273501,22.86069778,113.4270537,22.86080146
1301,1,432.5080412,113.4260976,22.86101029,113.4231791,22.8582556
1302,1,90.66228057,113.4260976,22.86101029,113.4269308,22.86073914
1303,1,1568.94179,113.3457596,22.8472129,113.3425699,22.861064
1304,1,13.16332627,113.4261602,22.86111402,113.4260976,22.86101029
1305,1,98.05330768,113.4270537,22.86080146,113.4261602,22.86111402
1306,1,118.552051,113.4273501,22.86069778,113.4284048,22.86113082
1307,1,297.6580236,113.4309438,22.8601507,113.4284048,22.86113082
1308,1,230.7855355,113.4309438,22.8601507,113.4297385,22.8611803
1309,1,134.5295452,113.4282478,22.86129859,113.4270537,22.86080146
1310,1,24.60706192,113.4284048,22.86113082,113.4282478,22.86129859
1311,1,115.1277284,113.425036,22.861345,113.4260976,22.86101029
1312,1,441.0083534,113.4872847,22.8584164,113.4844843,22.8614345
1313,0,4756.014505,113.3797847,22.8614667,113.3959905,22.8222273
1314,1,3757.137725,113.3797847,22.8614667,113.4160235,22.8567549
1315,1,139.6236903,113.4261602,22.86111402,113.4248878,22.8615591
1316,0,17.83320515,113.3797217,22.86161673,113.3797847,22.8614667
1317,1,3764.723422,113.416032,22.8568837,113.3797217,22.86161673
1318,1,39.48405771,113.4248878,22.8615591,113.424528,22.861685
1319,1,278.1655373,113.4342028,22.861742,113.4368845,22.8613841
1320,1,89.49924576,113.4282478,22.86129859,113.4275442,22.861752
1321,1,171.9896699,113.4275442,22.861752,113.4261602,22.86111402
1322,1,470.2965293,113.4297385,22.8611803,113.4342028,22.861742
1323,1,606.0649596,113.4284048,22.86113082,113.4342028,22.861742
1324,1,423.4786529,113.432279,22.862004,113.4282478,22.86129859
1325,1,477.6592257,113.4368975,22.8615157,113.432279,22.862004
1326,1,415.0945651,113.432279,22.862004,113.4282428,22.8619821
1327,1,302.2294658,113.4277789,22.8620168,113.4248878,22.8615591
1328,1,47.79074256,113.4282428,22.8619821,113.4277789,22.8620168
1329,1,552.6441654,113.3064998,22.8621953,113.3076993,22.8573325
1330,1,433.1951776,113.4867982,22.8622976,113.4872847,22.8584164
1331,1,455.7487114,113.4874551,22.85823583,113.48695,22.8623197
1332,1,4043.768684,113.322629,22.8312226,113.306915,22.8624951
1333,1,320.9192432,113.4208929,22.8601141,113.419768,22.8628148
1334,1,565.9135036,113.419768,22.8628148,113.425036,22.861345
1335,1,330.0310529,113.4196235,22.86284345,113.4207749,22.8600643
1336,1,15.187059,113.4196235,22.86284345,113.419768,22.8628148
1337,1,203.0478169,113.4195295,22.86285761,113.4186255,22.8620371
1338,1,9.778067676,113.4195295,22.86285761,113.4196235,22.86284345
1339,1,170.0707324,113.4186255,22.8620371,113.4195295,22.86285761
1340,1,204.3749453,113.3425699,22.861064,113.3423382,22.8628902
1341,1,44.72619543,113.419768,22.8628148,113.4196371,22.86319983
1342,1,591.1380242,113.4196371,22.86319983,113.425036,22.861345
1343,1,661.0895881,113.3065866,22.86320907,113.3076993,22.8573325
1344,1,461.7770074,113.2909433,22.86249106,113.2953169,22.8632135
1345,1,15.89094979,113.3065866,22.86320907,113.3067388,22.86321909
1346,1,82.21454458,113.306915,22.8624951,113.3067388,22.86321909
1347,1,117.9875592,113.3062576,22.8632365,113.3064998,22.8621953
1348,1,33.90762854,113.3062576,22.8632365,113.3065866,22.86320907
1349,1,9.140475211,113.3067388,22.86321909,113.3068251,22.86323947
1350,1,82.97269404,113.306915,22.8624951,113.3068251,22.86323947
1351,1,56.45925672,113.2910767,22.86324108,113.2906634,22.86290672
1352,1,436.952749,113.2910767,22.86324108,113.2953169,22.8632135
1353,1,4.631877499,113.2910322,22.86324768,113.2910767,22.86324108
1354,1,47.33998831,113.4194859,22.8632513,113.4196235,22.86284345
1355,1,16.53931088,113.4194859,22.8632513,113.4196371,22.86319983
1356,1,47.11805084,113.4194255,22.86327187,113.4195295,22.86285761
1357,1,6.607356978,113.4194255,22.86327187,113.4194859,22.8632513
1358,1,15.95547158,113.4196371,22.86319983,113.4195936,22.8633381
1359,1,538.7107324,113.424528,22.861685,113.4195936,22.8633381
1360,1,16.25816529,113.4194386,22.86339137,113.4194859,22.8632513
1361,1,16.97085528,113.4195936,22.8633381,113.4194386,22.86339137
1362,1,15.43974516,113.4193914,22.86340761,113.4194255,22.86327187
1363,1,5.172274944,113.4194386,22.86339137,113.4193914,22.86340761
1364,1,34.3490635,113.2913578,22.8634087,113.2910767,22.86324108
1365,1,2.36016414,113.2913578,22.8634087,113.291335,22.86341152
1366,1,229.4511826,113.3451426,22.8634485,113.3473487,22.8631746
1367,1,110.7414421,113.3462023,22.8634107,113.34514,22.8635379
1368,1,73.53181926,113.3444429,22.8635905,113.3451426,22.8634485
1369,1,71.32288557,113.34514,22.8635379,113.3444621,22.8636789
1370,1,71.67801747,113.3437616,22.8637321,113.3444429,22.8635905
1371,1,63.75068404,113.3513983,22.8637329,113.3520172,22.8636856
1372,1,122.1392591,113.3052122,22.8637434,113.3062576,22.8632365
1373,1,197.7334939,113.3423382,22.8628902,113.3437616,22.8637321
1374,1,29.66945602,113.2930892,22.863777,113.2928004,22.86378671
1375,1,29.68031514,113.2930892,22.863777,113.2928004,22.86378671
1376,1,155.5289261,113.2928004,22.86378671,113.2913578,22.8634087
1377,1,148.7307722,113.2928004,22.86378671,113.2913602,22.86367365
1378,1,1867.204044,113.3617776,22.8637997,113.3797847,22.8614667
1379,1,141.9720433,113.353412,22.8637758,113.3520299,22.8638186
1380,1,47.79657397,113.3433081,22.8638298,113.3437616,22.8637321
1381,1,1002.685692,113.3520172,22.8636856,113.3617776,22.8637997
1382,1,141.7506629,113.353412,22.8637758,113.3520361,22.8638811
1383,1,187.1541568,113.3495838,22.8638891,113.3513983,22.8637329
1384,1,55.02718609,113.4192699,22.8638914,113.4193914,22.86340761
1385,1,58.03888721,113.4192699,22.8638914,113.4194386,22.86339137
1386,1,119.2078105,113.3444621,22.8636789,113.3433238,22.8638915
1387,1,234.7077236,113.3473487,22.8631746,113.3493362,22.86391843
1388,1,25.62267799,113.3493362,22.86391843,113.3495838,22.8638891
1389,1,1861.23913,113.3797217,22.86161673,113.3617709,22.8639326
1390,1,444.1674742,113.3451426,22.8634485,113.3493362,22.86391843
1391,1,187.4011575,113.34959,22.8639602,113.3513983,22.8637329
1392,1,858.6330079,113.3617709,22.8639326,113.353412,22.8637758
1393,1,9.324240001,113.3493362,22.86391843,113.3493527,22.8640012
1394,1,24.78151855,113.3493527,22.8640012,113.34959,22.8639602
1395,1,250.0103021,113.3520299,22.8638186,113.3496135,22.8640883
1396,1,14.76563142,113.3493527,22.8640012,113.3493576,22.86413405
1397,1,26.75372501,113.3496135,22.8640883,113.3493576,22.86413405
1398,1,346.6201374,113.3425699,22.861064,113.3419549,22.8641382
1399,1,143.0777571,113.3419549,22.8641382,113.3433081,22.8638298
1400,1,1927.715317,113.3417335,22.86419791,113.3455603,22.8471654
1401,1,23.67486955,113.3417335,22.86419791,113.3419549,22.8641382
1402,1,567.4897431,113.2985354,22.8641984,113.2930892,22.863777
1403,1,750.2475771,113.2985354,22.8641984,113.2913578,22.8634087
1404,1,7.461392772,113.3419549,22.8641382,113.3419491,22.86420534
1405,1,145.3665756,113.3433238,22.8638915,113.3419491,22.86420534
1406,1,213.9864211,113.48695,22.8623197,113.4865137,22.8642081
1407,1,600.0675702,113.424528,22.861685,113.4195249,22.864256
1408,1,7.451413238,113.3417284,22.86426501,113.3417335,22.86419791
1409,1,23.6039614,113.3419491,22.86420534,113.3417284,22.86426501
1410,1,241.5557065,113.3520361,22.8638811,113.3497565,22.8643698
1411,1,167.7835094,113.3473461,22.86441451,113.3462023,22.8634107
1412,1,211.1229337,113.3473461,22.86441451,113.3493527,22.8640012
1413,1,15.96599006,113.3474375,22.86453101,113.3473461,22.86441451
1414,1,202.0523188,113.3493576,22.86413405,113.3474375,22.86453101
1415,1,228.7726267,113.3068251,22.86323947,113.3084275,22.8645583
1416,1,120.2884051,113.3406629,22.8646174,113.3417335,22.86419791
1417,1,113.7288165,113.3417284,22.86426501,113.3407163,22.864661
1418,1,166.186181,113.3059178,22.8647033,113.3062576,22.8632365
1419,1,259.5573333,113.3444621,22.8636789,113.3423162,22.8647731
1420,1,54.2237774,113.3478339,22.8648481,113.3474375,22.86453101
1421,1,146.1508654,113.3493576,22.86413405,113.3483261,22.864855
1422,1,50.56383589,113.3483261,22.864855,113.3478339,22.8648481
1423,1,217.8401917,113.3497565,22.8643698,113.3478339,22.8648481
1424,1,366.7338675,113.3448502,22.864997,113.34514,22.8635379
1425,1,309.9509804,113.4861004,22.8650177,113.4867982,22.8622976
1426,1,100.534074,113.4865137,22.8642081,113.4862401,22.8650794
1427,1,264.4106638,113.3448783,22.8650973,113.3473461,22.86441451
1428,1,102.7448929,113.4865137,22.8642081,113.4863049,22.8651151
1429,1,170.3062647,113.3046332,22.865134,113.3052122,22.8637434
1430,1,269.7003204,113.3474375,22.86453101,113.3449206,22.8652279
1431,1,302.4490185,113.3478339,22.8648481,113.344945,22.8652746
1432,1,175.770681,113.3432469,22.8655539,113.3448502,22.864997
1433,1,174.9453607,113.3432469,22.8655539,113.3448783,22.8650973
1434,1,174.0968893,113.3449206,22.8652279,113.3432956,22.8656776
1435,1,175.1074104,113.344945,22.8652746,113.3432956,22.8656776
1436,1,94.17726663,113.485867,22.8658398,113.4861004,22.8650177
1437,1,131.2298775,113.3423162,22.8647731,113.3420016,22.86590417
1438,1,133.5957339,113.3420016,22.86590417,113.3432469,22.8655539
1439,1,95.04456439,113.4862401,22.8650794,113.4860084,22.86591
1440,1,190.5354627,113.3419491,22.86420534,113.3419337,22.86592327
1441,1,7.280633401,113.3419337,22.86592327,113.3420016,22.86590417
1442,1,95.61039896,113.4863049,22.8651151,113.4860863,22.865954
1443,1,190.5844317,113.3417202,22.86598338,113.3417284,22.86426501
1444,1,22.91438431,113.3417202,22.86598338,113.3419337,22.86592327
1445,1,15.69686435,113.3420016,22.86590417,113.3420012,22.86604587
1446,1,138.9973931,113.3432956,22.8656776,113.3420012,22.86604587
1447,1,15.37261604,113.3419337,22.86592327,113.3419456,22.8660616
1448,1,5.965694742,113.3420012,22.86604587,113.3419456,22.8660616
1449,1,15.40040822,113.3417325,22.86612193,113.3417202,22.86598338
1450,1,22.87478257,113.3419456,22.8660616,113.3417325,22.86612193
1451,1,1037.3113,113.2953169,22.8632135,113.3048932,22.86615128
1452,1,115.873837,113.3048932,22.86615128,113.3046332,22.865134
1453,1,699.1222657,113.3049309,22.8663679,113.2985354,22.8641984
1454,1,24.32339285,113.3049309,22.8663679,113.3048932,22.86615128
1455,1,86.23605969,113.3048932,22.86615128,113.3056829,22.86641665
1456,1,367.298161,113.3056829,22.86641665,113.3065866,22.86320907
1457,1,19.14742857,113.3056829,22.86641665,113.3058586,22.86647482
1458,1,371.8328592,113.3067388,22.86321909,113.3058586,22.86647482
1459,1,19.79791041,113.3058586,22.86647482,113.3060403,22.86653474
1460,1,374.0590508,113.3068251,22.86323947,113.3060403,22.86653474
1461,1,75.99612147,113.3056277,22.8665996,113.3049309,22.8663679
1462,1,21.04539036,113.3056277,22.8665996,113.3056829,22.86641665
1463,1,19.46426419,113.3058067,22.86665732,113.3056277,22.8665996
1464,1,20.9033952,113.3058586,22.86647482,113.3058067,22.86665732
1465,1,315.2370771,113.4186486,22.8666764,113.4192699,22.8638914
1466,1,381.1512982,113.4195936,22.8633381,113.4187999,22.8666958
1467,1,280.5033697,113.4195249,22.864256,113.4188531,22.8667061
1468,1,20.19077658,113.3059925,22.86671718,113.3058067,22.86665732
1469,1,20.79547047,113.3060403,22.86653474,113.3059925,22.86671718
1470,1,84.52423116,113.3419456,22.8660616,113.3420516,22.8668179
1471,1,85.72717521,113.3420012,22.86604587,113.3420516,22.8668179
1472,1,188.0547528,113.3081978,22.8652224,113.3080958,22.8668879
1473,1,74.81619375,113.3049902,22.8670403,113.3049309,22.8663679
1474,1,812.5573693,113.4844843,22.8614345,113.4797067,22.867279
1475,1,171.6430813,113.4853358,22.8673085,113.485867,22.8658398
1476,1,170.749342,113.4860084,22.86591,113.4854767,22.8673701
1477,1,98.4322291,113.3053692,22.8674553,113.3056277,22.8665996
1478,1,95.15089721,113.3058067,22.86665732,113.3055272,22.867476
1479,1,605.4663255,113.3360685,22.8675466,113.3417202,22.86598338
1480,1,602.6063801,113.3417325,22.86612193,113.3361072,22.8676765
1481,1,201.8105567,113.4860863,22.865954,113.4855402,22.8677037
1482,1,124.0235812,113.3059925,22.86671718,113.3059019,22.867821
1483,1,118.8201431,113.3420516,22.8668179,113.3423009,22.8678651
1484,1,199.9059539,113.3420781,22.8678959,113.3417325,22.86612193
1485,1,140.9163189,113.4187999,22.8666958,113.4186734,22.8679624
1486,1,140.3929541,113.4188531,22.8667061,113.4186734,22.8679624
1487,1,1036.806771,113.3060403,22.86653474,113.3158876,22.8684934
1488,1,1037.986552,113.3158661,22.8686247,113.3059925,22.86671718
1489,1,192.5225822,113.4846433,22.8689232,113.4853358,22.8673085
1490,1,231.2696737,113.4797067,22.867279,113.4784012,22.8689799
1491,1,2089.758376,113.3158876,22.8684934,113.3360685,22.8675466
1492,1,2096.513067,113.3361072,22.8676765,113.3158661,22.8686247
1493,1,167.6376366,113.3425274,22.8693387,113.3419676,22.8679171
1494,1,166.3506719,113.3425274,22.8693387,113.3420781,22.8678959
1495,1,3836.863407,113.4368845,22.8613841,113.4730214,22.8693946
1496,1,279.2374968,113.3044334,22.8694818,113.3049902,22.8670403
1497,1,3927.059044,113.4738926,22.8698093,113.4368975,22.8615157
1498,0,532.0519197,113.4797067,22.867279,113.4839792,22.86999575
1499,1,137.0457193,113.4839792,22.86999575,113.4846433,22.8689232
1500,0,13.00925553,113.4839792,22.86999575,113.4840825,22.87006375
1501,1,138.8729904,113.4840825,22.87006375,113.4846433,22.8689232
1502,0,16.53448132,113.4840825,22.87006375,113.4842139,22.87015017
1503,1,334.3077996,113.4854767,22.8673701,113.4842139,22.87015017
1504,0,22.49156498,113.4842139,22.87015017,113.4843925,22.87026773
1505,1,307.9344689,113.4855402,22.8677037,113.4843925,22.87026773
1506,1,434.0246339,113.4730214,22.8693946,113.4770847,22.87047613
1507,1,1727.322043,113.4770847,22.87047613,113.4873024,22.85810648
1508,1,18.39212019,113.4770847,22.87047613,113.4772574,22.87052029
1509,1,207.1487265,113.4784012,22.8689799,113.4772574,22.87052029
1510,1,319.310926,113.3423009,22.8678651,113.3431611,22.870635
1511,1,160.838376,113.3429678,22.870732,113.3425274,22.8693387
1512,1,321.7363318,113.4768199,22.87084617,113.4738926,22.8698093
1513,1,49.19040518,113.4768199,22.87084617,113.4770847,22.87047613
1514,1,139.0698057,113.4772574,22.87052029,113.4785656,22.8708463
1515,1,17.02157775,113.4769749,22.87090085,113.4768199,22.87084617
1516,1,51.17599242,113.4772574,22.87052029,113.4769749,22.87090085
1517,1,597.8148266,113.4785656,22.8708463,113.4839792,22.86999575
1518,1,206.0329111,113.4785656,22.8708463,113.4805348,22.8711988
1519,1,281.7262362,113.4805348,22.8711988,113.4825479,22.87269952
1520,1,331.9107995,113.4825479,22.87269952,113.4840825,22.87006375
1521,1,395.2043641,113.4801597,22.8727227,113.4769749,22.87090085
1522,1,23.55697324,113.4825479,22.87269952,113.482597,22.87290705
1523,1,347.7069231,113.4842139,22.87015017,113.482597,22.87290705
1524,1,278.269096,113.4753219,22.8729395,113.4768199,22.87084617
1525,1,108.8938319,113.4807637,22.873528,113.4801597,22.8727227
1526,1,94.51994646,113.482597,22.87290705,113.482532,22.87375058
1527,1,438.4431641,113.4843925,22.87026773,113.482532,22.87375058
1528,0,907.7666322,113.4843925,22.87026773,113.4922831,22.8738968
1529,1,131.2856525,113.482597,22.87290705,113.4819322,22.87391938
1530,1,64.97592172,113.482532,22.87375058,113.4819322,22.87391938
1531,1,158.425068,113.4817525,22.87392489,113.4825479,22.87269952
1532,1,18.47509453,113.4819322,22.87391938,113.4817525,22.87392489
1533,1,113.3106544,113.4817525,22.87392489,113.4807637,22.873528
1534,1,139.7097267,113.482532,22.87375058,113.4818166,22.8748091
1535,1,161.1196837,113.4809284,22.8751626,113.4817525,22.87392489
1536,1,168.7353894,113.4819322,22.87391938,113.4810692,22.8752156
1537,1,314.2718654,113.4802358,22.8754589,113.4801597,22.8727227
1538,1,273.7739092,113.4818166,22.8748091,113.4802552,22.8768069
1539,1,200.1251314,113.4794155,22.8770975,113.4802358,22.8754589
1540,0,2152.44556,113.3785724,22.8789989,113.3797217,22.86161673
1541,1,571.4918835,113.4810692,22.8752156,113.4781724,22.8796206
1542,1,378.1070246,113.4802552,22.8768069,113.4781724,22.8796206
1543,1,323.3650555,113.4779514,22.8796804,113.4794155,22.8770975
1544,1,586.4591497,113.4779514,22.8796804,113.4809284,22.8751626
1545,1,1515.201398,113.4186734,22.8679624,113.4180661,22.8816268
1546,1,1658.385863,113.4179021,22.8816272,113.4186486,22.8666764
1547,1,264.8964925,113.4766052,22.8817203,113.4779514,22.8796804
1548,1,277.3458962,113.4781724,22.8796206,113.4767637,22.8817568
1549,0,482.306278,113.3785724,22.8789989,113.381952,22.8820236
1550,1,172.6750084,113.4180661,22.8816268,113.4180062,22.8831845
1551,1,173.0572758,113.417867,22.883189,113.4179021,22.8816272
1552,1,3734.778675,113.3936518,22.8837616,113.4194255,22.86327187
1553,1,2071.033545,113.2997098,22.8854002,113.3053692,22.8674553
1554,1,2074.060776,113.3055272,22.867476,113.2998442,22.8854429
1555,1,691.7914284,113.4732708,22.8871425,113.4766052,22.8817203
1556,1,704.3261388,113.4767637,22.8817568,113.4733555,22.8872694
1557,1,1943.237745,113.3485615,22.8874497,113.3429678,22.870732
1558,1,272.5739184,113.2997098,22.8854002,113.2989842,22.8877672
1559,0,953.0674298,113.381952,22.8820236,113.3886575,22.8879739
1560,1,62.55352366,113.3904492,22.8879937,113.39105,22.8879047
1561,1,90.37242967,113.39105,22.8879047,113.3918529,22.88818299
1562,1,525.3639094,113.3918529,22.88818299,113.3936518,22.8837616
1563,1,198.2817806,113.3886575,22.8879739,113.3904492,22.8879937
1564,1,39.30945787,113.3918529,22.88818299,113.3920564,22.88848006
1565,1,548.026184,113.3920564,22.88848006,113.3936518,22.8837616
1566,1,24.92875332,113.3920564,22.88848006,113.3921296,22.8886936
1567,1,4280.723268,113.4193914,22.86340761,113.3921296,22.8886936
1568,1,214.1475258,113.3886575,22.8879739,113.3900652,22.8893938
1569,1,187.3632511,113.3900652,22.8893938,113.3904492,22.8879937
1570,1,282.859715,113.3900652,22.8893938,113.3918529,22.88818299
1571,1,485.9911116,113.2998442,22.8854429,113.2987135,22.8897003
1572,1,284.1713148,113.2974876,22.8898923,113.2989842,22.8877672
1573,1,152.9512997,113.3921296,22.8886936,113.3919941,22.8900595
1574,1,293.8133747,113.2989842,22.8877672,113.2984378,22.89037011
1575,1,16.27448818,113.2984378,22.89037011,113.2985913,22.89040704
1576,1,79.28708614,113.2987135,22.8897003,113.2985913,22.89040704
1577,1,8.170300754,113.2985913,22.89040704,113.2986683,22.89042558
1578,1,80.47591353,113.2987135,22.8897003,113.2986683,22.89042558
1579,1,7.210061448,113.2984378,22.89037011,113.2984261,22.89043429
1580,1,141.0134149,113.3900652,22.8893938,113.3908036,22.8904646
1581,1,16.33422204,113.2985801,22.89047135,113.2984261,22.89043429
1582,1,7.214651914,113.2985913,22.89040704,113.2985801,22.89047135
1583,1,8.913522263,113.2986642,22.89049157,113.2985801,22.89047135
1584,1,7.32224438,113.2986683,22.89042558,113.2986642,22.89049157
1585,1,180.8273672,113.2959137,22.8906081,113.2974876,22.8898923
1586,1,263.6571887,113.2959137,22.8906081,113.2984378,22.89037011
1587,1,260.6780276,113.2984261,22.89043429,113.2959308,22.890671
1588,1,135.85239,113.2946371,22.8909322,113.2959137,22.8906081
1589,1,293.3916935,113.2974109,22.8909751,113.2946577,22.8910076
1590,0,407.6061149,113.2857683,22.8910625,113.2831976,22.88828763
1591,1,298.2553715,113.3921296,22.8886936,113.3918024,22.8913649
1592,1,145.9453765,113.3919941,22.8900595,113.3918024,22.8913649
1593,1,193.467131,113.2986683,22.89042558,113.2999045,22.8915802
1594,1,183.1761645,113.2998345,22.8915863,113.2986642,22.89049157
1595,1,284.1209171,113.2986642,22.89049157,113.2998345,22.8915863
1596,0,621.9527079,113.291498,22.8928589,113.2857683,22.8910625
1597,1,391.8875143,113.291498,22.8928589,113.2946371,22.8909322
1598,0,8.876527034,113.2915801,22.8928841,113.291498,22.8928589
1599,1,383.1820603,113.2946577,22.8910076,113.2915801,22.8928841
1600,1,237.9391537,113.2981066,22.8929474,113.2974109,22.8909751
1601,1,280.8069911,113.2984261,22.89043429,113.2981066,22.8929474
1602,1,254.2803202,113.3918024,22.8913649,113.3918687,22.893657
1603,1,96.94425405,113.3918687,22.893657,113.3925413,22.894102
1604,1,435.1086447,113.2985801,22.89047135,113.2981402,22.8943746
1605,1,375.1701426,113.2999045,22.8915802,113.2981402,22.8943746
1606,0,527.9568128,113.3893334,22.8944281,113.3908036,22.8904646
1607,1,477.1663676,113.3908036,22.8904646,113.391821,22.8946252
1608,1,684.6668483,113.391821,22.8946252,113.3920564,22.88848006
1609,0,388.436025,113.3855568,22.8946554,113.3893334,22.8944281
1610,1,849.9136006,113.4733555,22.8872694,113.4715413,22.8946894
1611,1,865.4734389,113.4714047,22.8946928,113.4732708,22.8871425
1612,1,69.05475794,113.3918652,22.8952472,113.391821,22.8946252
1613,0,92.29930498,113.3894093,22.8952583,113.3893334,22.8944281
1614,1,1340.323042,113.4174188,22.89528019,113.417867,22.883189
1615,1,23.32818148,113.4174188,22.89528019,113.4176435,22.89531173
1616,1,1344.128201,113.4180062,22.8831845,113.4176435,22.89531173
1617,0,197.4997161,113.387488,22.8953572,113.3894093,22.8952583
1618,0,12.09564752,113.3894192,22.8953671,113.3894093,22.8952583
1619,0,251.4002291,113.3918652,22.8952472,113.3894192,22.8953671
1620,1,30.36439743,113.4174109,22.89546108,113.4171172,22.8954327
1621,1,20.05590195,113.4174109,22.89546108,113.4174188,22.89528019
