x,y,z,type
0.885330,0.613340,1.926532,2
0.935330,0.613340,1.924397,2
-0.264670,0.563340,1.366890,2
-0.364670,0.563340,1.773797,2
-0.214670,0.563340,1.442564,2
-0.864670,0.563340,1.827721,2
-0.814670,0.563340,1.841355,2
-0.714670,0.563340,1.801889,2
-0.514670,0.563340,2.286167,2
-0.614670,0.563340,2.399419,2
-0.064670,0.563340,1.751009,2
-0.014670,0.563340,1.980874,2
-0.664670,0.563340,1.269262,2
-0.564670,0.563340,1.194261,2
-0.664670,0.563340,1.449780,2
-0.564670,0.563340,1.335068,2
-0.664670,0.563340,1.311431,2
-1.064670,0.563340,1.306202,2
-0.614670,0.563340,1.168837,2
-0.114670,0.563340,2.448357,2
-0.964670,0.563340,1.258087,2
-0.114670,0.563340,2.416782,2
-0.114670,0.563340,2.511920,2
-0.114670,0.563340,2.607298,2
-1.114670,0.563340,1.303273,2
0.685330,0.563340,1.334225,2
0.735330,0.563340,1.338594,2
0.735330,0.563340,0.990806,2
0.785330,0.563340,1.130969,2
0.335330,0.563340,1.211943,2
0.835330,0.563340,1.349457,2
0.835330,0.563340,1.383787,2
0.235330,0.563340,1.612020,2
0.485330,0.563340,1.924961,2
0.535330,0.563340,1.934783,2
0.435330,0.563340,1.709487,2
0.485330,0.563340,1.696704,2
0.435330,0.563340,2.183383,2
0.785330,0.563340,1.950298,2
0.735330,0.563340,2.256674,2
0.835330,0.563340,2.159683,2
0.085330,0.563340,2.435573,2
0.085330,0.563340,2.475353,2
0.135330,0.563340,2.509445,2
0.135330,0.563340,2.481774,2
0.135330,0.563340,2.618962,2
0.135330,0.563340,2.564478,2
0.185330,0.563340,2.536584,2
0.185330,0.563340,2.579656,2
0.385330,0.563340,1.502567,2
0.685330,0.563340,1.783319,2
0.735330,0.563340,1.854437,2
0.635330,0.563340,1.701759,2
0.785330,0.563340,1.808493,2
0.885330,0.563340,1.924825,2
-0.314670,0.513340,1.816350,2
-0.414670,0.513340,1.784301,2
-1.064670,0.513340,2.033121,2
-0.164670,0.513340,1.516423,2
-0.314670,0.513340,2.026347,2
-0.214670,0.513340,1.848275,2
-0.014670,0.513340,1.749054,2
-0.264670,0.513340,1.603741,2
-0.264670,0.513340,1.675872,2
-0.014670,0.513340,1.967336,2
-0.264670,0.513340,1.956921,2
-0.164670,0.513340,2.363658,2
-0.014670,0.513340,2.357086,2
-0.314670,0.513340,1.061098,2
-0.564670,0.513340,1.355981,2
-0.114670,0.513340,2.352460,2
-0.864670,0.513340,1.134875,2
-1.064670,0.513340,1.192490,2
-0.064670,0.513340,1.901044,2
-1.064670,0.513340,1.214500,2
-1.064670,0.513340,1.227645,2
-0.614670,0.513340,1.230318,2
-0.614670,0.513340,1.429277,2
-1.014670,0.513340,1.276662,2
-1.014670,0.513340,1.279204,2
-1.014670,0.513340,1.240926,2
-0.064670,0.513340,2.447405,2
-0.064670,0.513340,2.344293,2
-0.714670,0.513340,1.230484,2
-0.264670,0.513340,2.467029,2
0.185330,0.513340,1.127628,2
0.285330,0.513340,1.124716,2
0.335330,0.513340,1.741980,2
0.385330,0.513340,1.908982,2
0.485330,0.513340,1.862661,2
0.535330,0.513340,1.856275,2
0.585330,0.513340,2.001029,2
0.385330,0.513340,1.908719,2
0.385330,0.513340,1.946291,2
0.635330,0.513340,2.004883,2
0.435330,0.513340,2.059442,2
0.485330,0.513340,1.998920,2
0.585330,0.513340,2.074568,2
0.635330,0.513340,1.998648,2
0.685330,0.513340,1.934549,2
0.635330,0.513340,2.065830,2
0.635330,0.513340,2.116057,2
0.735330,0.513340,1.967435,2
0.685330,0.513340,2.053557,2
0.735330,0.513340,2.099250,2
0.785330,0.513340,2.071329,2
0.735330,0.513340,2.184949,2
0.785330,0.513340,2.102947,2
0.785330,0.513340,2.219288,2
0.885330,0.513340,2.163475,2
0.035330,0.513340,2.417413,2
0.035330,0.513340,2.483381,2
0.435330,0.513340,1.475189,2
0.485330,0.513340,1.481767,2
0.685330,0.513340,1.742112,2
0.735330,0.513340,1.774568,2
0.585330,0.513340,1.577624,2
0.585330,0.513340,1.953564,2
0.635330,0.513340,1.891693,2
0.685330,0.513340,1.832498,2
0.685330,0.513340,1.951231,2
0.835330,0.513340,1.868076,2
0.935330,0.513340,1.698148,2
-0.014670,0.463340,1.220911,2
-0.764670,0.463340,2.071496,2
-0.614670,0.463340,1.943397,2
-0.864670,0.463340,1.933444,2
-0.214670,0.463340,1.616297,2
-0.714670,0.463340,1.837421,2
-0.714670,0.463340,1.935194,2
-0.164670,0.463340,1.532316,2
-1.014670,0.463340,2.003989,2
-0.064670,0.463340,1.540727,2
-0.264670,0.463340,1.904925,2
-0.264670,0.463340,1.923377,2
-0.364670,0.463340,2.135751,2
-0.164670,0.463340,1.842735,2
-0.264670,0.463340,2.119095,2
-0.114670,0.463340,2.543237,2
-0.014670,0.463340,2.226435,2
-0.014670,0.463340,2.369846,2
-0.014670,0.463340,2.565994,2
-0.014670,0.463340,2.427556,2
-0.014670,0.463340,2.547109,2
-0.414670,0.463340,2.076660,2
-0.664670,0.463340,1.289045,2
-1.064670,0.463340,1.296397,2
-0.864670,0.463340,1.152328,2
-0.964670,0.463340,1.279968,2
-0.614670,0.463340,1.239222,2
-0.614670,0.463340,1.331051,2
-0.264670,0.463340,1.078012,2
-0.064670,0.463340,2.516281,2
-0.064670,0.463340,2.452710,2
-0.064670,0.463340,2.392460,2
-1.014670,0.463340,1.349488,2
-0.914670,0.463340,1.230405,2
-0.314670,0.463340,2.466578,2
0.085330,0.463340,1.236897,2
0.285330,0.463340,1.129444,2
0.585330,0.463340,1.060265,2
0.685330,0.463340,1.073152,2
0.735330,0.463340,1.088704,2
0.785330,0.463340,1.117024,2
0.385330,0.463340,1.772583,2
0.435330,0.463340,1.752912,2
0.835330,0.463340,1.217082,2
0.885330,0.463340,1.156439,2
0.435330,0.463340,1.862155,2
0.385330,0.463340,2.142003,2
0.435330,0.463340,2.032261,2
0.485330,0.463340,1.875082,2
1.035330,0.463340,1.456875,2
0.735330,0.463340,1.986981,2
0.035330,0.463340,1.928363,2
0.535330,0.463340,2.510244,2
0.485330,0.463340,2.013088,2
0.035330,0.463340,2.346809,2
0.035330,0.463340,2.553239,2
0.835330,0.463340,2.193113,2
0.085330,0.463340,1.938217,2
0.085330,0.463340,2.044062,2
0.185330,0.463340,1.986727,2
0.085330,0.463340,2.367256,2
0.035330,0.463340,2.313988,2
0.185330,0.463340,2.436007,2
0.135330,0.463340,2.288399,2
0.585330,0.463340,2.218038,2
0.035330,0.463340,2.438211,2
0.185330,0.463340,2.504873,2
0.085330,0.463340,2.280020,2
0.235330,0.463340,2.507306,2
0.485330,0.463340,1.436500,2
0.635330,0.463340,1.727583,2
0.585330,0.463340,1.664674,2
0.685330,0.463340,1.896073,2
0.935330,0.463340,1.693454,2
-0.014670,0.413340,1.146375,2
-0.264670,0.413340,1.222574,2
-0.964670,0.413340,1.952281,2
-0.814670,0.413340,1.842210,2
-0.864670,0.413340,2.026064,2
-0.814670,0.413340,1.944748,2
-0.714670,0.413340,1.796112,2
-0.714670,0.413340,1.948257,2
-0.714670,0.413340,1.972539,2
-0.614670,0.413340,2.002629,2
-0.664670,0.413340,1.736467,2
-0.164670,0.413340,1.540956,2
-0.164670,0.413340,1.605479,2
-0.414670,0.413340,2.068773,2
-0.264670,0.413340,1.985195,2
-0.314670,0.413340,2.138233,2
-0.064670,0.413340,1.917963,2
-0.014670,0.413340,1.782402,2
-0.014670,0.413340,1.821833,2
-0.014670,0.413340,2.415224,2
-0.014670,0.413340,2.534376,2
-0.614670,0.413340,1.261520,2
-0.564670,0.413340,1.218129,2
-0.814670,0.413340,1.015965,2
-1.014670,0.413340,1.255530,2
-1.014670,0.413340,1.230184,2
-0.214670,0.413340,1.051396,2
-0.914670,0.413340,1.805233,2
-0.264670,0.413340,2.434776,2
-0.214670,0.413340,2.442046,2
-0.314670,0.413340,2.466131,2
0.085330,0.413340,1.104589,2
0.585330,0.413340,1.126492,2
0.735330,0.413340,1.293863,2
0.735330,0.413340,1.130853,2
0.785330,0.413340,1.116279,2
0.735330,0.413340,1.334651,2
0.785330,0.413340,1.178108,2
0.235330,0.413340,1.202614,2
0.785330,0.413340,1.414567,2
0.835330,0.413340,1.310471,2
0.885330,0.413340,1.305870,2
0.985330,0.413340,1.379549,2
0.985330,0.413340,1.518096,2
1.035330,0.413340,1.372705,2
0.385330,0.413340,1.916601,2
0.435330,0.413340,2.196148,2
0.485330,0.413340,2.130618,2
0.535330,0.413340,2.135828,2
0.035330,0.413340,1.856479,2
0.185330,0.413340,1.869155,2
0.435330,0.413340,1.997102,2
0.485330,0.413340,1.984533,2
0.285330,0.413340,2.416146,2
0.335330,0.413340,2.316044,2
0.335330,0.413340,2.448882,2
0.385330,0.413340,2.451604,2
0.535330,0.413340,2.293836,2
0.385330,0.413340,2.561956,2
0.435330,0.413340,2.617233,2
0.085330,0.413340,2.447641,2
0.185330,0.413340,2.309943,2
0.235330,0.413340,2.470713,2
0.085330,0.413340,2.489299,2
0.085330,0.413340,2.277848,2
0.635330,0.413340,1.566443,2
0.685330,0.413340,1.699727,2
-0.264670,0.363340,1.206291,2
-0.914670,0.363340,1.942890,2
-0.614670,0.363340,1.834129,2
-0.864670,0.363340,0.879781,2
-0.614670,0.363340,1.112912,2
-0.314670,0.363340,0.958736,2
-0.514670,0.363340,1.130414,2
-0.264670,0.363340,1.026425,2
-0.914670,0.363340,1.440994,2
-0.814670,0.363340,0.984051,2
-0.764670,0.363340,1.015374,2
-0.714670,0.363340,0.998259,2
-0.064670,0.363340,1.749901,2
-0.014670,0.363340,2.335904,2
-0.214670,0.363340,1.002243,2
-0.464670,0.363340,1.484079,2
-0.064670,0.363340,2.210637,2
-0.914670,0.363340,1.802806,2
-0.914670,0.363340,1.734327,2
-0.364670,0.363340,2.369095,2
-0.564670,0.363340,2.451348,2
-0.564670,0.363340,2.452349,2
-0.214670,0.363340,2.510207,2
-0.464670,0.363340,2.180222,2
0.585330,0.363340,1.160594,2
0.635330,0.363340,1.176234,2
0.685330,0.363340,1.254276,2
0.785330,0.363340,1.325957,2
0.835330,0.363340,1.313773,2
0.685330,0.363340,1.139650,2
0.835330,0.363340,1.260805,2
0.835330,0.363340,1.282450,2
0.935330,0.363340,1.385911,2
0.835330,0.363340,1.309285,2
0.835330,0.363340,1.408891,2
0.985330,0.363340,1.403537,2
0.885330,0.363340,1.479892,2
0.435330,0.363340,2.221539,2
0.385330,0.363340,2.294723,2
0.385330,0.363340,2.337280,2
0.385330,0.363340,2.445031,2
0.435330,0.363340,2.386998,2
0.485330,0.363340,2.444925,2
0.485330,0.363340,2.511477,2
0.535330,0.363340,2.471242,2
0.185330,0.363340,1.886324,2
0.335330,0.363340,1.898071,2
0.385330,0.363340,1.974303,2
0.335330,0.363340,2.305156,2
0.485330,0.363340,2.198368,2
0.435330,0.363340,2.465496,2
0.385330,0.363340,2.578241,2
0.585330,0.363340,2.264658,2
0.185330,0.363340,2.370203,2
1.035330,0.363340,1.362707,2
0.285330,0.363340,2.578426,2
0.135330,0.363340,2.429346,2
0.335330,0.363340,2.633095,2
1.085330,0.363340,1.361383,2
1.085330,0.363340,1.399043,2
1.085330,0.363340,1.501864,2
0.635330,0.363340,1.641816,2
0.635330,0.363340,1.829388,2
0.835330,0.363340,1.767504,2
0.885330,0.363340,1.628974,2
1.085330,0.363340,1.887697,2
1.085330,0.363340,1.899765,2
1.135330,0.363340,1.901092,2
1.135330,0.363340,1.969323,2
-0.214670,0.313340,0.597514,2
-0.214670,0.313340,1.163179,2
-0.214670,0.313340,1.255660,2
-0.914670,0.313340,1.986361,2
-0.814670,0.313340,1.832699,2
-0.864670,0.313340,1.880786,2
-0.914670,0.313340,1.892070,2
-0.164670,0.313340,2.243378,2
-0.814670,0.313340,0.913956,2
-0.564670,0.313340,1.103774,2
-0.564670,0.313340,1.263367,2
-0.814670,0.313340,1.250929,2
-0.864670,0.313340,1.360706,2
-0.664670,0.313340,1.061490,2
-0.614670,0.313340,1.085635,2
-0.614670,0.313340,0.987070,2
-0.814670,0.313340,1.221532,2
-0.714670,0.313340,1.208465,2
-0.214670,0.313340,2.225028,2
-0.114670,0.313340,2.221172,2
-0.114670,0.313340,2.299528,2
-0.214670,0.313340,1.059996,2
-0.414670,0.313340,1.525732,2
-1.014670,0.313340,1.781113,2
-0.964670,0.313340,1.774669,2
-1.014670,0.313340,1.822183,2
-0.414670,0.313340,2.260106,2
-0.314670,0.313340,2.256744,2
-0.314670,0.313340,2.282598,2
-0.464670,0.313340,2.231518,2
-0.314670,0.313340,2.544535,2
-0.414670,0.313340,2.266037,2
-0.264670,0.313340,2.303297,2
-0.514670,0.313340,2.470587,2
-0.914670,0.313340,1.845898,2
-0.564670,0.313340,2.560262,2
-0.914670,0.313340,1.748425,2
-0.914670,0.313340,1.778676,2
-0.214670,0.313340,2.382525,2
-0.214670,0.313340,2.453688,2
-0.414670,0.313340,2.198407,2
0.685330,0.313340,1.180366,2
0.835330,0.313340,1.237095,2
0.785330,0.313340,1.262683,2
0.835330,0.313340,1.297759,2
0.085330,0.313340,1.695778,2
0.285330,0.313340,2.338360,2
0.385330,0.313340,2.266880,2
-0.214670,0.313340,2.062251,2
0.185330,0.313340,2.152107,2
0.135330,0.313340,2.304933,2
0.185330,0.313340,2.258434,2
0.185330,0.313340,2.365708,2
0.335330,0.313340,2.315762,2
0.285330,0.313340,2.319025,2
0.385330,0.313340,2.073543,2
0.435330,0.313340,2.134943,2
0.935330,0.313340,1.332899,2
0.035330,0.313340,2.082294,2
0.185330,0.313340,2.269523,2
0.185330,0.313340,2.374555,2
0.185330,0.313340,2.381198,2
0.085330,0.313340,2.302905,2
0.285330,0.313340,2.599066,2
0.135330,0.313340,2.377374,2
0.135330,0.313340,2.499947,2
1.035330,0.313340,1.371710,2
0.285330,0.313340,2.565549,2
1.085330,0.313340,1.389079,2
0.235330,0.313340,2.636477,2
0.335330,0.313340,2.567641,2
1.135330,0.313340,1.365958,2
