x,y,z,type
-0.164670,-0.886660,1.306037,2
-0.114670,-0.886660,1.376799,2
-0.264670,-0.886660,1.281866,2
-0.214670,-0.886660,1.265594,2
-0.114670,-0.886660,1.254393,2
-0.064670,-0.886660,1.128242,2
0.035330,-0.886660,1.481311,2
0.035330,-0.886660,1.574413,2
0.235330,-0.886660,1.529233,2
0.285330,-0.886660,1.271960,2
0.285330,-0.886660,1.265746,2
0.385330,-0.886660,1.429450,2
0.285330,-0.886660,1.463122,2
0.085330,-0.886660,1.330195,2
0.135330,-0.886660,1.293091,2
0.185330,-0.886660,1.322282,2
0.235330,-0.886660,1.377645,2
0.135330,-0.886660,1.220818,2
0.835330,-0.886660,1.373111,2
0.785330,-0.886660,1.332967,2
0.785330,-0.886660,1.320941,2
0.185330,-0.886660,2.095527,2
0.485330,-0.886660,1.871310,2
0.685330,-0.886660,2.155986,2
0.685330,-0.886660,2.180391,2
-0.214670,-0.936660,1.461324,2
-0.364670,-0.936660,1.991746,2
-0.614670,-0.936660,1.999075,2
-0.714670,-0.936660,1.927258,2
-0.114670,-0.936660,1.507032,2
-0.364670,-0.936660,2.046840,2
-0.414670,-0.936660,2.015232,2
-0.414670,-0.936660,2.100170,2
-0.764670,-0.936660,2.027222,2
-0.014670,-0.936660,1.148533,2
-0.014670,-0.936660,1.217783,2
0.035330,-0.936660,1.557208,2
0.085330,-0.936660,1.527330,2
0.135330,-0.936660,1.530535,2
0.185330,-0.936660,1.532515,2
0.185330,-0.936660,1.573182,2
0.235330,-0.936660,1.408627,2
0.085330,-0.936660,1.280655,2
0.035330,-0.936660,1.358923,2
0.085330,-0.936660,1.275148,2
0.135330,-0.936660,1.354480,2
0.085330,-0.936660,1.294901,2
0.235330,-0.936660,1.356827,2
0.235330,-0.936660,1.367488,2
0.185330,-0.936660,2.174718,2
0.135330,-0.936660,2.235673,2
0.185330,-0.936660,2.171886,2
0.735330,-0.936660,2.137773,2
0.685330,-0.936660,2.271984,2
-0.164670,-0.986660,1.444427,2
-0.064670,-0.986660,1.403561,2
-0.314670,-0.986660,1.603142,2
-0.164670,-0.986660,1.559629,2
-0.314670,-0.986660,2.111736,2
-0.464670,-0.986660,2.138726,2
-0.764670,-0.986660,2.091774,2
-0.214670,-0.986660,1.543521,2
-0.864670,-0.986660,2.129561,2
-0.764670,-0.986660,2.051554,2
-0.464670,-0.986660,2.130017,2
-0.464670,-0.986660,2.246361,2
-0.364670,-0.986660,2.093958,2
-0.364670,-0.986660,2.186357,2
-0.014670,-0.986660,1.510937,2
-0.664670,-0.986660,2.106440,2
-0.264670,-0.986660,1.378961,2
-0.164670,-0.986660,1.323665,2
-0.214670,-0.986660,1.299586,2
-0.214670,-0.986660,1.448150,2
-0.214670,-0.986660,1.356572,2
-0.214670,-0.986660,1.354057,2
0.035330,-0.986660,1.550652,2
0.135330,-0.986660,1.592904,2
0.085330,-0.986660,1.253948,2
0.285330,-0.986660,1.393138,2
0.335330,-0.986660,1.435018,2
0.035330,-0.986660,1.283620,2
0.085330,-0.986660,1.259663,2
0.085330,-0.986660,1.275284,2
0.185330,-0.986660,1.401055,2
0.185330,-0.986660,2.182183,2
0.185330,-0.986660,2.175783,2
0.285330,-0.986660,2.151376,2
0.235330,-0.986660,2.227169,2
0.235330,-0.986660,2.261878,2
0.135330,-0.986660,2.295760,2
-0.214670,-1.036660,1.541818,2
-0.214670,-1.036660,1.707670,2
-0.164670,-1.036660,1.556696,2
-0.314670,-1.036660,1.666932,2
-0.164670,-1.036660,1.609087,2
-0.464670,-1.036660,2.142620,2
-0.714670,-1.036660,2.022617,2
-0.664670,-1.036660,2.082015,2
-0.814670,-1.036660,2.052165,2
-0.264670,-1.036660,1.336492,2
0.185330,-1.036660,1.616369,2
0.135330,-1.036660,1.673896,2
0.185330,-1.036660,1.625765,2
0.085330,-1.036660,1.590939,2
0.035330,-1.036660,1.652850,2
0.135330,-1.036660,1.642875,2
0.035330,-1.036660,1.340062,2
0.035330,-1.036660,1.242423,2
0.035330,-1.036660,1.339151,2
0.235330,-1.036660,1.349833,2
0.235330,-1.036660,1.434589,2
-0.014670,-1.036660,1.269917,2
0.085330,-1.036660,2.043446,2
0.235330,-1.036660,2.223944,2
0.135330,-1.036660,2.231366,2
0.235330,-1.036660,2.251364,2
-0.414670,-1.086660,1.592471,2
-0.114670,-1.086660,1.687279,2
-0.414670,-1.086660,2.128440,2
-0.364670,-1.086660,1.597990,2
-0.264670,-1.086660,2.148206,2
-0.664670,-1.086660,2.078292,2
-0.164670,-1.086660,1.561912,2
-0.164670,-1.086660,1.667444,2
-0.164670,-1.086660,1.635021,2
-0.114670,-1.086660,1.447233,2
-0.014670,-1.086660,1.416394,2
0.185330,-1.086660,1.641500,2
0.135330,-1.086660,1.575964,2
0.085330,-1.086660,1.548643,2
0.185330,-1.086660,1.693817,2
0.035330,-1.086660,1.285841,2
0.035330,-1.086660,1.389466,2
0.135330,-1.086660,1.269501,2
0.185330,-1.086660,1.410452,2
0.285330,-1.086660,1.367141,2
0.235330,-1.086660,2.180242,2
0.235330,-1.086660,2.319847,2
0.035330,-1.086660,2.214096,2
-0.264670,-1.136660,1.626480,2
-0.264670,-1.136660,1.621042,2
0.085330,-1.136660,1.654754,2
0.035330,-1.136660,1.408748,2
0.135330,-1.136660,1.326879,2
-0.206718,-0.036660,2.779380,2
-0.192965,-0.036660,2.779380,2
-0.162559,0.013340,2.779380,2
-0.301453,0.113340,2.729380,2
-0.224418,-0.036660,2.729380,2
-0.217862,-0.036660,2.729380,2
-0.208749,-0.036660,2.729380,2
-0.222318,-0.036660,2.729380,2
-0.253675,-0.286660,2.729380,2
0.411499,-0.086660,2.729380,2
0.318727,-0.086660,2.729380,2
-0.042517,0.513340,2.679380,2
0.296524,0.263340,2.679380,2
0.365187,-0.036660,2.679380,2
-0.191687,-0.036660,2.679380,2
-0.201300,-0.036660,2.679380,2
0.405628,-0.086660,2.679380,2
0.294932,-0.086660,2.679380,2
0.228094,-0.136660,2.679380,2
0.389922,-0.136660,2.679380,2
-0.226881,-0.286660,2.679380,2
0.333129,-0.186660,2.679380,2
-0.223845,-0.386660,2.679380,2
-0.203308,-0.386660,2.679380,2
-0.323235,-0.386660,2.679380,2
0.422981,-0.286660,2.679380,2
0.483203,-0.336660,2.679380,2
-0.182358,0.013340,2.679380,2
-0.273887,0.013340,2.679380,2
0.443293,0.413340,2.629380,2
-0.055723,0.513340,2.629380,2
0.297175,0.263340,2.629380,2
0.316572,0.263340,2.629380,2
0.345213,0.363340,2.629380,2
0.433054,0.113340,2.629380,2
0.449103,-0.036660,2.629380,2
0.265022,0.363340,2.629380,2
-0.312964,0.063340,2.629380,2
-0.413075,0.063340,2.629380,2
-0.168800,0.013340,2.629380,2
-0.336601,0.013340,2.629380,2
-0.251691,0.013340,2.629380,2
-0.221527,-0.336660,2.629380,2
-0.279095,-0.286660,2.629380,2
-0.188579,-0.286660,2.629380,2
0.250267,-0.586660,2.629380,2
-0.329242,-0.436660,2.629380,2
0.542417,-0.336660,2.629380,2
0.284544,-0.486660,2.629380,2
0.437641,-0.286660,2.629380,2
0.414772,-0.336660,2.629380,2
0.251647,-0.086660,2.629380,2
0.473353,-0.336660,2.629380,2
0.382012,-0.136660,2.629380,2
0.369354,-0.436660,2.629380,2
0.221719,-0.636660,2.629380,2
-0.218468,-0.086660,2.629380,2
-0.003976,0.463340,2.579380,2
-0.021178,0.613340,2.579380,2
0.076786,0.613340,2.579380,2
0.123217,0.513340,2.579380,2
0.290848,0.313340,2.579380,2
0.514886,0.013340,2.579380,2
0.433241,0.363340,2.579380,2
0.384055,0.363340,2.579380,2
0.528045,-0.036660,2.579380,2
-0.032659,0.563340,2.579380,2
-0.084840,0.563340,2.579380,2
0.515284,-0.036660,2.579380,2
0.472472,-0.036660,2.579380,2
0.459303,-0.036660,2.579380,2
0.184510,0.563340,2.579380,2
0.283839,0.363340,2.579380,2
-0.454150,0.013340,2.579380,2
-0.233481,0.113340,2.579380,2
-0.143657,0.013340,2.579380,2
-0.326718,0.013340,2.579380,2
0.508459,-0.136660,2.579380,2
-0.066249,-0.236660,2.579380,2
-0.223580,-0.286660,2.579380,2
0.220725,-0.586660,2.579380,2
0.142772,-0.636660,2.579380,2
0.184418,-0.586660,2.579380,2
-0.233021,-0.486660,2.579380,2
0.427947,-0.286660,2.579380,2
-0.230911,-0.486660,2.579380,2
0.393297,-0.286660,2.579380,2
0.417700,-0.336660,2.579380,2
0.260632,-0.086660,2.579380,2
0.350184,-0.086660,2.579380,2
0.446923,-0.386660,2.579380,2
0.346122,-0.386660,2.579380,2
0.400675,-0.386660,2.579380,2
-0.139422,-0.636660,2.579380,2
-0.027979,-0.736660,2.579380,2
0.208329,-0.636660,2.579380,2
0.173502,-0.636660,2.579380,2
0.458405,0.363340,2.529380,2
0.370915,0.363340,2.529380,2
0.413462,0.363340,2.529380,2
-0.006462,0.413340,2.529380,2
0.487950,0.213340,2.529380,2
0.190654,0.263340,2.529380,2
0.277188,0.263340,2.529380,2
0.143646,0.313340,2.529380,2
0.271846,0.313340,2.529380,2
0.027740,0.463340,2.529380,2
-0.091176,0.463340,2.529380,2
0.104625,0.213340,2.529380,2
-0.138878,0.563340,2.529380,2
-0.048658,0.613340,2.529380,2
-0.076718,0.513340,2.529380,2
0.175380,0.563340,2.529380,2
0.010718,0.513340,2.529380,2
0.178657,0.213340,2.529380,2
0.470816,0.063340,2.529380,2
0.549048,0.063340,2.529380,2
-0.554798,0.313340,2.529380,2
-0.578263,0.163340,2.529380,2
0.535350,0.013340,2.529380,2
-0.532588,0.113340,2.529380,2
-0.618980,0.113340,2.529380,2
-0.549082,0.113340,2.529380,2
-0.503119,0.013340,2.529380,2
-0.580676,-0.036660,2.529380,2
-0.203088,0.113340,2.529380,2
0.255887,0.013340,2.529380,2
0.297823,0.013340,2.529380,2
-0.282075,0.013340,2.529380,2
-0.247026,0.013340,2.529380,2
0.297009,-0.036660,2.529380,2
-0.242258,0.063340,2.529380,2
-0.314316,0.063340,2.529380,2
-0.605077,-0.286660,2.529380,2
-0.274960,-0.286660,2.529380,2
-0.327196,-0.336660,2.529380,2
0.275135,-0.086660,2.529380,2
0.242257,-0.136660,2.529380,2
0.398730,-0.336660,2.529380,2
-0.196258,-0.436660,2.529380,2
0.070617,-0.486660,2.529380,2
-0.211384,-0.486660,2.529380,2
0.040789,-0.486660,2.529380,2
0.134671,-0.536660,2.529380,2
-0.289506,-0.536660,2.529380,2
0.012104,-0.636660,2.529380,2
0.004408,-0.536660,2.529380,2
-0.119158,-0.686660,2.529380,2
-0.031566,-0.736660,2.529380,2
0.078761,-0.636660,2.529380,2
0.447771,0.413340,2.479380,2
0.261995,0.363340,2.479380,2
0.505663,0.213340,2.479380,2
0.404603,0.113340,2.479380,2
-0.032820,0.563340,2.479380,2
0.077957,0.563340,2.479380,2
-0.067603,0.513340,2.479380,2
-0.012117,0.513340,2.479380,2
0.037527,0.513340,2.479380,2
0.124996,0.513340,2.479380,2
0.074968,0.413340,2.479380,2
0.024173,0.463340,2.479380,2
0.011619,0.463340,2.479380,2
0.125784,0.313340,2.479380,2
0.129120,0.213340,2.479380,2
0.359617,0.213340,2.479380,2
0.500982,0.163340,2.479380,2
0.268476,0.263340,2.479380,2
0.044211,0.263340,2.479380,2
-0.599386,0.013340,2.479380,2
-0.306088,0.413340,2.479380,2
-0.546857,0.113340,2.479380,2
-0.255501,0.313340,2.479380,2
-0.188221,0.313340,2.479380,2
-0.508278,0.313340,2.479380,2
-0.495311,0.213340,2.479380,2
-0.508893,0.113340,2.479380,2
-0.585607,0.113340,2.479380,2
-0.476487,0.113340,2.479380,2
-0.551841,0.113340,2.479380,2
-0.638086,0.013340,2.479380,2
-0.319780,0.463340,2.479380,2
-0.483955,0.263340,2.479380,2
-0.615473,0.063340,2.479380,2
-0.516460,0.163340,2.479380,2
-0.596570,0.163340,2.479380,2
-0.544595,0.163340,2.479380,2
-0.203387,0.113340,2.479380,2
-0.281837,-0.036660,2.479380,2
-0.135081,-0.036660,2.479380,2
-0.206266,-0.036660,2.479380,2
-0.231136,0.113340,2.479380,2
-0.273182,0.013340,2.479380,2
-0.271307,0.063340,2.479380,2
-0.188103,0.063340,2.479380,2
-0.145507,0.163340,2.479380,2
-0.540699,-0.336660,2.479380,2
-0.523438,-0.286660,2.479380,2
-0.631951,-0.136660,2.479380,2
-0.630252,-0.136660,2.479380,2
-0.592542,-0.136660,2.479380,2
-0.545852,-0.386660,2.479380,2
-0.664967,-0.136660,2.479380,2
-0.539777,-0.186660,2.479380,2
-0.431139,-0.336660,2.479380,2
-0.582492,-0.336660,2.479380,2
-0.603734,-0.236660,2.479380,2
-0.566905,-0.236660,2.479380,2
-0.275280,-0.286660,2.479380,2
-0.328293,-0.336660,2.479380,2
0.130727,-0.536660,2.479380,2
0.153832,-0.536660,2.479380,2
0.061482,-0.486660,2.479380,2
0.009379,-0.486660,2.479380,2
0.286968,-0.536660,2.479380,2
-0.263625,-0.486660,2.479380,2
-0.191230,-0.536660,2.479380,2
-0.007192,-0.436660,2.479380,2
-0.268844,-0.486660,2.479380,2
-0.181508,-0.436660,2.479380,2
-0.252513,-0.436660,2.479380,2
0.068322,-0.486660,2.479380,2
-0.043538,-0.536660,2.479380,2
-0.061597,-0.536660,2.479380,2
-0.060075,-0.536660,2.479380,2
0.001819,-0.636660,2.479380,2
0.243531,-0.136660,2.479380,2
-0.067881,-0.636660,2.479380,2
0.344565,-0.336660,2.479380,2
-0.020861,-0.586660,2.479380,2
0.092630,-0.636660,2.479380,2
-0.006881,-0.686660,2.479380,2
0.209407,-0.236660,2.479380,2
0.390442,0.363340,2.429380,2
0.464035,0.213340,2.429380,2
0.022298,0.463340,2.429380,2
0.245842,0.413340,2.429380,2
0.164918,0.363340,2.429380,2
-0.045538,0.463340,2.429380,2
0.135372,0.363340,2.429380,2
0.235394,0.263340,2.429380,2
-0.059709,0.463340,2.429380,2
0.027119,0.513340,2.429380,2
-0.016444,0.463340,2.429380,2
0.023374,0.463340,2.429380,2
0.416307,0.113340,2.429380,2
0.408346,0.113340,2.429380,2
0.478241,0.113340,2.429380,2
0.098661,0.413340,2.429380,2
0.520817,0.063340,2.429380,2
-0.250049,0.363340,2.429380,2
-0.528871,0.313340,2.429380,2
-0.290220,0.163340,2.429380,2
-0.489308,0.263340,2.429380,2
-0.238922,0.163340,2.429380,2
-0.251347,0.163340,2.429380,2
-0.567215,0.213340,2.429380,2
-0.561087,0.163340,2.429380,2
-0.505916,0.163340,2.429380,2
-0.527463,0.113340,2.429380,2
-0.237871,0.413340,2.429380,2
-0.356928,0.413340,2.429380,2
-0.269947,0.413340,2.429380,2
-0.520538,0.113340,2.429380,2
-0.487326,0.013340,2.429380,2
-0.484363,0.063340,2.429380,2
-0.550371,0.063340,2.429380,2
-0.579232,0.063340,2.429380,2
-0.431909,0.063340,2.429380,2
-0.038203,0.263340,2.429380,2
-0.165856,0.213340,2.429380,2
-0.067106,0.213340,2.429380,2
-0.308118,0.113340,2.429380,2
0.282289,-0.036660,2.429380,2
0.204354,-0.036660,2.429380,2
-0.212571,0.063340,2.429380,2
-0.155284,0.013340,2.429380,2
-0.514626,-0.286660,2.429380,2
-0.543586,-0.336660,2.429380,2
-0.622673,-0.186660,2.429380,2
-0.338823,-0.236660,2.429380,2
-0.542291,-0.186660,2.429380,2
-0.547783,-0.236660,2.429380,2
-0.186505,-0.186660,2.429380,2
-0.240937,-0.236660,2.429380,2
-0.232109,-0.286660,2.429380,2
-0.251532,-0.286660,2.429380,2
-0.288110,-0.286660,2.429380,2
-0.246873,-0.286660,2.429380,2
-0.311214,-0.386660,2.429380,2
0.191102,-0.336660,2.429380,2
-0.094470,-0.386660,2.429380,2
-0.277843,-0.436660,2.429380,2
-0.070458,-0.486660,2.429380,2
0.340952,-0.336660,2.429380,2
-0.199882,-0.486660,2.429380,2
0.277079,-0.586660,2.429380,2
0.254805,-0.186660,2.429380,2
0.124416,-0.486660,2.429380,2
0.206422,-0.536660,2.429380,2
0.009271,-0.636660,2.429380,2
0.211312,-0.236660,2.429380,2
0.070815,-0.586660,2.429380,2
0.160675,-0.136660,2.429380,2
-0.597473,0.663340,2.379380,2
-0.600864,0.613340,2.379380,2
-0.590716,0.763340,2.379380,2
0.458833,0.263340,2.379380,2
0.105958,0.263340,2.379380,2
0.050191,0.463340,2.379380,2
-0.024765,0.463340,2.379380,2
-0.029195,0.563340,2.379380,2
-0.010464,0.513340,2.379380,2
0.071329,0.463340,2.379380,2
0.141184,0.313340,2.379380,2
0.353492,0.163340,2.379380,2
-0.474463,0.013340,2.379380,2
-0.456025,0.013340,2.379380,2
-0.514613,0.013340,2.379380,2
-0.381906,0.363340,2.379380,2
-0.358494,0.313340,2.379380,2
-0.554132,0.063340,2.379380,2
-0.295857,0.363340,2.379380,2
-0.501906,0.063340,2.379380,2
-0.456236,0.063340,2.379380,2
-0.524801,0.163340,2.379380,2
-0.521181,0.163340,2.379380,2
-0.563154,0.163340,2.379380,2
-0.646263,0.163340,2.379380,2
0.741930,0.013340,2.379380,2
0.829505,0.013340,2.379380,2
0.884699,-0.036660,2.379380,2
0.960842,-0.036660,2.379380,2
-0.189568,0.163340,2.379380,2
-0.442250,-0.236660,2.379380,2
-0.501624,-0.186660,2.379380,2
-0.291066,-0.286660,2.379380,2
-0.192558,-0.236660,2.379380,2
-0.390951,-0.186660,2.379380,2
-0.171764,-0.286660,2.379380,2
-0.247748,-0.286660,2.379380,2
-0.285936,-0.336660,2.379380,2
0.741262,-0.236660,2.379380,2
0.118214,-0.486660,2.379380,2
0.160880,-0.286660,2.379380,2
0.121330,-0.536660,2.379380,2
-0.106300,-0.386660,2.379380,2
0.214798,-0.486660,2.379380,2
-0.180367,-0.486660,2.379380,2
-0.109242,-0.436660,2.379380,2
0.025693,-0.486660,2.379380,2
0.041407,-0.436660,2.379380,2
0.051406,-0.536660,2.379380,2
-0.095445,-0.536660,2.379380,2
0.234184,-0.236660,2.379380,2
0.243150,-0.186660,2.379380,2
0.310980,0.963340,2.329380,2
-0.474137,0.713340,2.329380,2
-0.643852,0.613340,2.329380,2
0.034573,1.013340,2.329380,2
-0.391994,1.013340,2.329380,2
-0.552568,0.813340,2.329380,2
-0.459111,1.013340,2.329380,2
-0.557169,0.763340,2.329380,2
-0.577089,0.763340,2.329380,2
0.290634,0.313340,2.329380,2
-0.546483,0.663340,2.329380,2
0.272576,0.313340,2.329380,2
0.229868,0.213340,2.329380,2
-0.099883,0.313340,2.329380,2
0.378176,0.063340,2.329380,2
0.115132,0.313340,2.329380,2
-0.558295,0.863340,2.329380,2
0.209789,0.213340,2.329380,2
0.068895,0.213340,2.329380,2
0.355773,0.413340,2.329380,2
0.302925,0.113340,2.329380,2
0.424730,0.113340,2.329380,2
0.188503,0.113340,2.329380,2
-0.444265,0.013340,2.329380,2
-0.468747,-0.036660,2.329380,2
-0.521002,-0.036660,2.329380,2
-0.327982,0.163340,2.329380,2
-0.214250,0.163340,2.329380,2
-0.433862,0.213340,2.329380,2
-0.461621,0.063340,2.329380,2
-0.335797,0.263340,2.329380,2
0.740512,0.213340,2.329380,2
0.746937,0.213340,2.329380,2
0.711168,0.213340,2.329380,2
0.728600,-0.036660,2.329380,2
0.947452,-0.036660,2.329380,2
0.721952,-0.036660,2.329380,2
0.744223,0.063340,2.329380,2
-0.214633,0.163340,2.329380,2
0.693918,0.113340,2.329380,2
0.747481,0.263340,2.329380,2
0.844160,0.113340,2.329380,2
-0.423895,-0.186660,2.329380,2
-0.421072,-0.186660,2.329380,2
-0.452857,-0.236660,2.329380,2
-0.518951,-0.286660,2.329380,2
-0.522903,-0.136660,2.329380,2
-0.540418,-0.136660,2.329380,2
-0.333959,-0.236660,2.329380,2
-0.308028,-0.186660,2.329380,2
-0.195916,-0.236660,2.329380,2
-0.154937,-0.236660,2.329380,2
-0.376596,-0.286660,2.329380,2
0.521834,-0.686660,2.329380,2
0.714715,-0.086660,2.329380,2
0.816544,-0.336660,2.329380,2
0.129012,-0.986660,2.329380,2
-0.021930,-0.486660,2.329380,2
0.012763,-0.436660,2.329380,2
0.176297,-0.586660,2.329380,2
-0.062157,-0.436660,2.329380,2
-0.085421,-0.536660,2.329380,2
0.431313,-0.186660,2.329380,2
0.332049,-0.136660,2.329380,2
0.268978,-0.186660,2.329380,2
0.072098,-0.586660,2.329380,2
0.227339,-0.286660,2.329380,2
-0.118502,-0.486660,2.329380,2
0.065108,-0.586660,2.329380,2
0.128179,-0.286660,2.329380,2
-0.014175,-0.636660,2.329380,2
0.041757,-0.486660,2.329380,2
-0.009015,-0.486660,2.329380,2
0.129423,-0.386660,2.329380,2
-0.201228,-0.086660,2.329380,2
-0.165825,-0.136660,2.329380,2
0.187601,1.013340,2.279380,2
0.210564,0.913340,2.279380,2
0.240320,1.113340,2.279380,2
0.162039,1.013340,2.279380,2
0.722522,0.763340,2.279380,2
-0.161083,1.113340,2.279380,2
-0.437065,0.613340,2.279380,2
-0.562069,0.613340,2.279380,2
-0.026674,1.013340,2.279380,2
-0.400278,1.013340,2.279380,2
-0.414331,1.013340,2.279380,2
-0.659919,0.713340,2.279380,2
-0.510552,0.963340,2.279380,2
-0.535030,0.663340,2.279380,2
-0.649678,0.663340,2.279380,2
-0.511542,0.763340,2.279380,2
0.550598,0.363340,2.279380,2
-0.264923,1.063340,2.279380,2
0.061232,0.513340,2.279380,2
0.530329,0.413340,2.279380,2
0.092048,0.413340,2.279380,2
0.108594,0.263340,2.279380,2
0.288271,0.163340,2.279380,2
0.391894,0.163340,2.279380,2
0.198356,0.213340,2.279380,2
0.109598,0.213340,2.279380,2
0.393128,0.113340,2.279380,2
-0.378692,0.213340,2.279380,2
-0.380290,0.213340,2.279380,2
-0.406049,0.263340,2.279380,2
-0.237995,0.263340,2.279380,2
-0.271409,0.263340,2.279380,2
-0.433682,0.263340,2.279380,2
-0.424927,0.163340,2.279380,2
-0.448145,0.313340,2.279380,2
-0.388221,0.063340,2.279380,2
-0.403222,0.313340,2.279380,2
-0.428465,0.063340,2.279380,2
-0.486409,0.113340,2.279380,2
-0.158329,0.013340,2.279380,2
0.741547,0.063340,2.279380,2
0.799886,0.113340,2.279380,2
0.778557,0.063340,2.279380,2
0.890755,0.063340,2.279380,2
0.798358,0.063340,2.279380,2
0.873550,0.013340,2.279380,2
0.793964,0.013340,2.279380,2
0.784533,0.163340,2.279380,2
0.767213,0.163340,2.279380,2
-0.423792,-0.186660,2.279380,2
-0.430433,-0.186660,2.279380,2
-0.439511,-0.236660,2.279380,2
-0.357375,-0.186660,2.279380,2
-0.393176,-0.236660,2.279380,2
-0.210366,-0.286660,2.279380,2
0.796123,-0.086660,2.279380,2
0.775628,-0.186660,2.279380,2
0.840965,-0.236660,2.279380,2
0.762543,-0.236660,2.279380,2
0.621011,-0.236660,2.279380,2
0.080528,-0.236660,2.279380,2
0.763352,-0.336660,2.279380,2
0.713791,-0.336660,2.279380,2
0.705508,-0.336660,2.279380,2
0.138303,-0.286660,2.279380,2
-0.156695,-0.436660,2.279380,2
-0.076113,-0.536660,2.279380,2
0.019455,-0.486660,2.279380,2
-0.002492,-0.486660,2.279380,2
0.777213,-0.786660,2.279380,2
0.814881,-0.786660,2.279380,2
0.771765,-0.686660,2.279380,2
0.548418,-0.686660,2.279380,2
0.138026,-0.986660,2.279380,2
0.141955,-1.036660,2.279380,2
0.005011,-0.636660,2.279380,2
0.114184,-0.636660,2.279380,2
0.004316,-0.686660,2.279380,2
0.226959,1.063340,2.229380,2
0.221069,1.013340,2.229380,2
0.105245,1.013340,2.229380,2
0.180514,1.013340,2.229380,2
0.757051,0.813340,2.229380,2
0.450223,0.963340,2.229380,2
0.740864,0.563340,2.229380,2
0.544805,1.063340,2.229380,2
0.651894,0.913340,2.229380,2
0.286559,1.013340,2.229380,2
0.714528,0.763340,2.229380,2
0.684081,0.763340,2.229380,2
0.747443,0.713340,2.229380,2
-0.062508,1.013340,2.229380,2
0.847425,0.613340,2.229380,2
0.778540,0.613340,2.229380,2
0.410290,0.363340,2.229380,2
0.865248,0.613340,2.229380,2
-0.069013,0.913340,2.229380,2
0.051053,1.013340,2.229380,2
-0.381108,0.963340,2.229380,2
-0.487495,0.713340,2.229380,2
-0.503205,0.713340,2.229380,2
-0.474680,0.963340,2.229380,2
-0.377676,1.013340,2.229380,2
-0.425467,0.963340,2.229380,2
-0.278694,1.013340,2.229380,2
-0.017573,0.763340,2.229380,2
-0.388858,0.663340,2.229380,2
0.467961,0.313340,2.229380,2
-0.137258,0.313340,2.229380,2
-0.171990,0.313340,2.229380,2
-0.052522,0.263340,2.229380,2
0.570013,0.463340,2.229380,2
0.342750,0.363340,2.229380,2
0.564339,0.413340,2.229380,2
0.406826,0.363340,2.229380,2
-0.027204,0.463340,2.229380,2
0.118725,0.363340,2.229380,2
-0.293086,0.263340,2.229380,2
-0.281275,0.313340,2.229380,2
-0.305870,0.313340,2.229380,2
-0.408950,0.263340,2.229380,2
-0.274464,0.263340,2.229380,2
-0.386796,0.213340,2.229380,2
-0.307774,0.213340,2.229380,2
-0.380763,0.213340,2.229380,2
0.792328,0.163340,2.229380,2
-0.384135,0.263340,2.229380,2
0.111605,0.213340,2.229380,2
0.699256,0.113340,2.229380,2
0.754922,0.113340,2.229380,2
-0.350157,0.013340,2.229380,2
0.696782,-0.036660,2.229380,2
0.733676,-0.036660,2.229380,2
0.731173,0.063340,2.229380,2
-0.535099,-0.186660,2.229380,2
-0.208585,-0.086660,2.229380,2
-0.302090,-0.136660,2.229380,2
-0.345442,-0.086660,2.229380,2
0.781255,0.013340,2.229380,2
-0.479040,-0.336660,2.229380,2
0.448591,-0.086660,2.229380,2
0.429135,-0.136660,2.229380,2
0.690440,-0.086660,2.229380,2
0.756019,-0.086660,2.229380,2
0.720981,-0.086660,2.229380,2
0.769837,-0.286660,2.229380,2
0.728030,-0.236660,2.229380,2
0.888412,-0.086660,2.229380,2
0.972597,-0.136660,2.229380,2
-0.379093,-0.986660,2.229380,2
0.207948,-0.236660,2.229380,2
0.385354,-0.236660,2.229380,2
-0.858111,-0.736660,2.229380,2
0.020539,-0.436660,2.229380,2
0.071662,-0.486660,2.229380,2
-0.195513,-0.086660,2.229380,2
-0.191351,-0.086660,2.229380,2
0.099592,-0.586660,2.229380,2
0.432846,-0.336660,2.229380,2
0.662493,-0.736660,2.229380,2
0.769181,-0.786660,2.229380,2
0.162847,-0.986660,2.229380,2
0.236267,-0.986660,2.229380,2
0.596543,-0.786660,2.229380,2
0.596226,-0.836660,2.229380,2
0.675767,-0.686660,2.229380,2
0.731566,-0.786660,2.229380,2
0.777991,-0.736660,2.229380,2
0.254587,-1.036660,2.229380,2
0.141185,-0.936660,2.229380,2
0.199789,-1.036660,2.229380,2
0.643720,-0.886660,2.229380,2
0.148450,-1.036660,2.229380,2
0.039529,-1.036660,2.229380,2
0.207558,-1.086660,2.229380,2
0.054556,-1.086660,2.229380,2
0.218843,1.113340,2.179380,2
0.367396,0.913340,2.179380,2
0.370231,0.863340,2.179380,2
0.128993,1.013340,2.179380,2
0.360331,0.463340,2.179380,2
0.692556,0.513340,2.179380,2
0.736629,0.513340,2.179380,2
0.564539,0.863340,2.179380,2
0.798412,0.513340,2.179380,2
0.857947,0.513340,2.179380,2
0.744061,0.713340,2.179380,2
0.609532,0.763340,2.179380,2
0.594651,0.963340,2.179380,2
0.807000,0.763340,2.179380,2
0.611690,0.663340,2.179380,2
-0.065177,0.913340,2.179380,2
0.440569,0.963340,2.179380,2
-0.051828,0.913340,2.179380,2
0.016876,0.913340,2.179380,2
0.214862,0.963340,2.179380,2
0.586517,0.713340,2.179380,2
-0.264166,0.913340,2.179380,2
